effect	px	py	pz	lx	ly	lz	fov	near	far	_
EC Heldrake Rally	-19.1480217	9.3	-155.132965	-19.1480217	9.3	1.90718842	40	0.01	4970.25537	0
EC Sword Cut Board DMC Style	0.231174469	2.91999817	-288.192719	0.231174469	2.91999817	-0.00020980835	40	0.01	9121.173	0
EC Target	0	-1.25	-27.1954918	0	-1.25	0.00326442719	40	0.01	860.829346	0
EC_Sonic Shock	0	0	-28.1429768	0	0	2.43931246	40	0.01	967.916748	0
EC_Sonic Stomp	0	0	-24.4980145	0	0	-0.5231881	40	0.01	758.793335	0
EC_Target_user	0.6546407	0.5384178	-36.0500679	0.6546407	0.5384178	1.45562983	40	0.01	1187.03979	0
EC_Target_user Lucius	0.653708458	0.5372572	-36.05044	0.653708458	0.5372572	1.456717	40	0.01	1187.086	0
EcstasyEffect	0	-0.9640355	-37.8461456	0	-0.9640355	0	40	0.01	1197.8147	0
Emperors Children Generic Buff	0	0.540500164	-30.675293	0	0.540500164	0	40	0.01	970.8603	0
Emperors Children Generic Buff Record	0	0.540500164	-30.675293	0	0.540500164	0	40	0.01	970.8603	0
Emperors Children Scenario Bombardment	10.5153408	-15.27079	-163.607376	10.5153408	-15.27079	1.02176857	40	0.01	5210.44434	0
Emperors Children Summon	0	0.0539999	-24.478878	0	0.0539999	0	40	0.01	774.746338	0
Environmental Condition Astra Militarum Dawn Attack	0.8363037	430.221619	-6288.99951	0.8363037	430.221619	1140.37366	40	0.01	235136.578	0
Environmental Condition Astra Militarum Factory Overdrive	241	545.4501	-6017.5874	241	545.4501	949.339233	40	0.01	220500.344	0
Environmental Condition Astra Militarum Planetary Invasion	144.5116	237.4	-3136.72656	144.5116	237.4	1021.52045	40	0.01	131606.781	0
Environmental Condition Black Legion Daemonic Feast	-1.3500061	10.1999969	-735.827759	-1.3500061	10.1999969	41.28	40	0.01	24595.1367	0
Environmental Condition Black Legion Helfire Outburst	-0.225000381	2.15809917	-85.13545	-0.225000381	2.15809917	3.18743515	40	0.01	2795.38281	0
Environmental Condition Black Legion Warp Storm	-2.699997	19.9000015	-687.5756	-2.699997	19.9000015	90.8108	40	0.01	24635.6055	0
Environmental Condition Dark Angels Asteroid Zone	0.342773438	285.749725	-4138.865	0.342773438	285.749725	706.072449	40	0.01	153340.266	0
Environmental Condition Dark Angels Orbiting	467.900024	-457.78833	-8685.115	467.900024	-457.78833	787.8	40	0.01	299813.844	0
Environmental Condition Dark Angels Void Combat	0.343017578	296.105347	-4025.25146	0.343017578	296.105347	754.0372	40	0.01	151262.5	0
Environmental Condition Emperor's Children 1 Green	0.8899994	-3.15000153	-278.996124	0.8899994	-3.15000153	18.8	40	0.01	9425.124	0
Environmental Condition Emperor's Children 1 Pink REJECTED	0.8899994	-3.15000153	-278.996124	0.8899994	-3.15000153	18.8	40	0.01	9425.124	0
Environmental Condition Emperor's Children 2 Fumes	4.84	1.45999908	-151.454361	4.84	1.45999908	18.4651375	40	0.01	5377.882	0
Environmental Condition Emperor's Children Empyric Rift	217.6	34.6000061	-1758.92639	217.6	34.6000061	172.0625	40	0.01	61114.9961	0
Environmental Condition Emperor's Children Empyric Rift OLD	217.6	34.6000061	-1758.92639	217.6	34.6000061	172.0625	40	0.01	61114.9961	0
Environmental Condition GSC Mining Tremors	-6.173729	3.82501984	-376.141937	-6.173729	3.82501984	63.32143	40	0.01	13908.833	0
Environmental Condition GSC Sump Overspill	-10.9184113	-2.40730286	-375.0302	-10.9184113	-2.40730286	70.20396	40	0.01	14091.4766	0
Environmental Condition GSC Sump Overspill OLD	-10.9184113	3.82501984	-361.14624	-10.9184113	3.82501984	71.48576	40	0.01	13692.624	0
Environmental Condition GSC Toxic Fumes	-6.173729	3.82501984	-352.1343	-6.173729	3.82501984	71.39893	40	0.01	13404.65	0
Environmental Condition Necrons Earthquake	5.27668571	11.829771	-136.211929	5.27668571	11.829771	19.7654057	40	0.01	4936.618	0
Environmental Condition Necrons Immortal Beams	16.29	7.510003	-174.883575	16.29	7.510003	20.5509434	40	0.01	6185.422	0
Environmental Condition Necrons Solar Storm	-8.732994	9.880001	-325.764343	-8.732994	9.880001	25.3562737	40	0.01	11112.8213	0
Environmental Condition Space Wolves Everstorm	-8.697708	16.7992077	-399.308838	-8.697708	16.7992077	53.6823349	40	0.01	14336.9824	0
Environmental Condition Space Wolves First Light	-70.70001	68.3999939	-1773.93018	-70.70001	68.3999939	240.690033	40	0.01	63761.8945	0
Environmental Condition Space Wolves Full Moon	-82.14139	65.63905	-582.186035	-82.14139	65.63905	131.96994	40	0.01	22602.7383	0
EnvironmentalCondition Leviathan Acid Rain	1.18108749	16.2557564	-110.163231	1.18108749	16.2557564	15.7625055	40	0.01	3985.49731	0
EnvironmentalCondition Leviathan Blazing Biomatter	0.258758545	56.03277	-721.974548	0.258758545	56.03277	122.177979	40	0.01	26717.0781	0
EnvironmentalCondition Leviathan Sweeping Infestation	0.258758545	56.03277	-725.761	0.258758545	56.03277	120.686325	40	0.01	26789.707	0
EnvironmentalCondition Saim Hann Blackout	19.0473824	-1.25099945	-265.151367	19.0473824	-1.25099945	48.848156	40	0.01	9937.954	0
EnvironmentalCondition Saim Hann Infinity Circuit Overload	-0.6169796	8.027236	-84.01052	-0.6169796	8.027236	14.7335005	40	0.01	3125.207	0
EnvironmentalCondition Saim Hann Webway Rift	-6.36129761	16	-397.2053	-6.36129761	16	84.5945053	40	0.01	15248.7637	0
EnvironmentalCondition Sororitas Disrupted Ceremony	0	3.48045349	-724.202148	0	3.48045349	25.2799988	40	0.01	23720.8	0
EnvironmentalCondition Sororitas Raging Storm	-10.4049988	-3.81438065	-275.918518	-10.4049988	-3.81438065	49.2903976	40	0.01	10292.7275	0
EnvironmentalCondition Sororitas Shrine Bombardment	-9.5	19.5000153	-490.830444	-9.5	19.5000153	92	40	0.01	18446.3418	0
EnvironmentalCondition Tau Electro-Static Interference	30.3500519	63.5683746	-740.418457	30.3500519	63.5683746	183.119553	40	0.01	29229.5957	0
EnvironmentalCondition Tau Radiation Storm	73.10073	107.139961	-776.0033	73.10073	107.139961	240.909271	40	0.01	32184.86	0
EnvironmentalCondition Tau Solar Eclipse	156.2894	133.341644	235.15921	156.2894	133.341644	400.9	40	0.01	5245.62744	0
EnvironmentalCondition Ultramarines Aerial Clash	5.349991	35.2	-671.8821	5.349991	35.2	45.96187	40	0.01	22719.4629	0
EnvironmentalCondition Ultramarines Bombardment	-10.3999786	52.2302856	-1110.93787	-10.3999786	52.2302856	105.810783	40	0.01	38509.59	0
EnvironmentalCondition Ultramarines Thunderstorm	0	36.74005	-3192.25415	0	36.74005	90.54999	40	0.01	103899.391	0
Execution_BlackLegion	-0.0399727821	0.185440063	-15.4974451	-0.0399727821	0.185440063	0.07218552	40	0.01	492.772339	0
Explosion Fenrisian Monstrosities	1.80868721	0	-143.249557	1.80868721	0	0.219999313	40	0.01	4540.752	0
Explosion Fenrisian Monstrosities Extra Damage	-0.0373086929	-0.122866154	-21.2678261	-0.0373086929	-0.122866154	-1.08779955	40	0.01	638.689453	0
Explosion Hand UI	0	0.7905803	-27.0306129	0	0.7905803	0	40	0.01	855.5077	0
Explosion Hand UI 0,5s delay	0.118206024	-2.65628242	-35.5205154	0.118206024	-2.65628242	0	40	0.01	1124.20959	0
Explosion Hive Fleet Arrival Explosions only	-0.459999084	-24.1537971	-198.652328	-0.459999084	-24.1537971	0.987428665	40	0.01	6318.51563	0
Explosion Hive Fleet Arrival Tendrils	0	-27.8937874	-205.264679	0	-27.8937874	-0.154075623	40	0.01	6491.66553	0
Explosion Hive Fleet Arrival Tendrils OLD	-1.13781357	-4.835705	-234.089111	-1.13781357	-4.835705	-18.6418343	40	0.01	6818.81738	0
Explosion_BombQuick	-0.995941639	0.124734409	-3.39901948	-0.995941639	0.124734409	0.131070316	40	0.01	111.725876	0
Explosion_BombQuick_triple	0.331673861	-1.07526565	-6.149793	0.331673861	-1.07526565	0.00355100632	40	0.01	194.7508	0
Explosion_ConcealedExplosives	-0.668930531	-1.07526565	-17.70543	-0.668930531	-1.07526565	-0.8360584	40	0.01	533.9086	0
Explosion_Debris	1.76415634	-0.290989876	-65.03421	1.76415634	-0.290989876	0.8061485	40	0.01	2083.82	0
Explosion_Debris_UI	0.2169056	0	-66.29056	0.2169056	0	-0.0861721039	40	0.01	2095.34131	0
Explosion_gauss	0	0	-29.1415272	0	0	0	40	0.01	922.3172	0
Explosion_gauss_yellow	0	0	-29.1415272	0	0	0	40	0.01	922.3172	0
Explosion_Ground	0	0	-27.3629322	0	0	0	40	0.01	866.025452	0
Explosion_GroundBreak	-0.00395965576	5.668824	-81.6856842	-0.00395965576	5.668824	-0.308252335	40	0.01	2575.562	0
Explosion_Possession	0	0.199999809	-62.95047	0	0.199999809	0	40	0.01	1992.35632	0
Explosion_Short	-0.0735530853	0.395023346	-25.4445782	-0.0735530853	0.395023346	0.198317051	40	0.01	811.587	0
Factory Overdrive Damage	0	-0.9329243	-13.1218882	0	-0.9329243	0	40	0.01	415.302338	0
Faith UI Gain	0	0.1906147	-62.9406128	0	0.1906147	-0.00173664093	40	0.01	1991.98938	0
Faith UI Trigger	0	0.0236148834	-58.1798134	0	0.0236148834	0.103263855	40	0.01	1844.63525	0
Faith_trigger_unit	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
FastEffect	0	-0.872135162	-43.92583	0	-0.872135162	0	40	0.01	1390.23438	0
FeedingFrenzy	-0.00405812263	0.182052374	-10.3167315	-0.00405812263	0.182052374	0.0003042221	40	0.01	326.529877	0
Ferocity_RecallToDeck	0	0.0602254868	-40.0147	0	0.0602254868	0	40	0.01	1266.44873	0
FerocityEffect	0.00557661057	-1.2694025	-23.3864632	0.00557661057	-1.2694025	0.000101089478	40	0.01	740.175049	0
Fire_Board	-0.139279366	2.7768712	-45.5906029	-0.139279366	2.7768712	0.0308876038	40	0.01	1443.90125	0
FlameBurst_Sororitas	-0.0214706659	0.129100084	-7.507088	-0.0214706659	0.129100084	-0.204	40	0.01	231.139709	0
FlamethrowerBurna	-1.80063152	1.548706	-95.8243561	-1.80063152	1.548706	30.95036	40	0.01	4012.36719	0
FlamethrowerSingleAttack_1	0.357938766	-1.182167	-94.359375	0.357938766	-1.182167	28.6238689	40	0.01	3892.36865	0
FlamethrowerSingleAttack_2	0.592987061	0.6965523	-97.87374	0.592987061	0.6965523	30.0370617	40	0.01	4048.32373	0
FlamethrowerSweepAttack_1	0.808655739	0.743939161	-33.1167336	0.808655739	0.743939161	10.2671423	40	0.01	1373.08167	0
FlamethrowerSweepAttack_sororitas	-0.06971359	0.5749965	-69.72287	-0.06971359	0.5749965	23.51	40	0.01	2950.78174	0
FlankEffect	0	-0.9860797	-20.16448	0	-0.9860797	0	40	0.01	638.197449	0
Flayed One Summon	0	0.0539999	-16.31925	0	0.0539999	0	40	0.01	516.4975	0
FlyingEffect	0	1.147881	-27.7696762	0	1.147881	0.00026512146	40	0.01	878.9071	0
Forewarned_Board	-0.0743551254	0.230724812	-22.1011333	-0.0743551254	0.230724812	1.07145441	40	0.01	733.402832	0
FrenziedEffect	0	0	-11.6696539	0	0	0.0157346725	40	0.01	369.8377	0
Gain_Sentry	0	-2.41892147	-28.8263912	0	-2.41892147	0	40	0.01	912.3433	0
GainShuriken	0	-0.101870775	-19.5560055	0	-0.101870775	0.103263378	40	0.01	622.2077	0
GatlingSweep	-104.458771	-1.976326	-637.5894	-104.458771	-1.976326	104.750366	40	0.01	23494.7461	0
Generic Tap Material	0.111445963	-1.69410849	-7.6127305	0.111445963	-1.69410849	0.6151223	40	0.01	260.408142	0
Godspear Warhead Full	2.00180626	0.0541133881	-160.68718	2.00180626	0.0541133881	0.3886528	40	0.01	5097.9834	0
Goff_GreatestWarboss	-0.00365829468	-14.23806	-86.26323	-0.00365829468	-14.23806	0.0354509354	40	0.01	2731.31763	0
Goff_ProperKilly	0	0.5931678	-33.6534653	0	0.5931678	0.1843319	40	0.01	1070.95227	0
Goff_ProphetOfDaWaaagh	0.0476913452	-12.8584156	-86.27588	0.0476913452	-12.8584156	-0.07903004	40	0.01	2728.09424	0
Goff_Rok_Invasion	14	0.0999984741	-308.4461	14	0.0999984741	-9	40	0.01	9477.346	0
Goff_UnbridledCarnageEffect	0	0	-40.22351	0	0	0	40	0.01	1273.05737	0
Goff_Waaagh	0	-1.11135578	-26.0319023	0	-1.11135578	1.41036558	40	0.01	868.5364	0
Goff_WaaaghRed	0	-1.0999999	-25.7019444	0	-1.0999999	1.41036558	40	0.01	858.0934	0
Goff_WaaaghRed_skulls	0	-1.20000029	-28.2910423	0	-1.20000029	1.145	40	0.01	931.63855	0
GreenSummonCircle	0	0.07830095	-23.3612919	0	0.07830095	0	40	0.01	739.3752	0
GSC RecallToHand	0	-1.01399994	-43.736908	0	-1.01399994	0	40	0.01	1384.255	0
GSC Rockfall	0	0.9909382	-24.9108982	0	0.9909382	0	40	0.01	788.419556	0
GSC Sabotage Use	0	-1.12199974	-47.67717	0	-1.12199974	0	40	0.01	1508.96265	0
GSC Summon	0	0.0539999	-16.31925	0	0.0539999	0	40	0.01	516.4975	0
GuardSummon	0	0.0520000458	-16.17594	0	0.0520000458	0	40	0.01	511.9618	0
Hammer_Slam_SW	-2.57492065E-05	10.5599117	-55.7711525	-2.57492065E-05	10.5599117	2.002716E-05	40	0.01	1765.1344	0
Hammer_Throw_SW	0.805876255	-0.220826387	-13.9997883	0.805876255	-0.220826387	0	40	0.01	443.0875	0
Healing_Circles	0	1.3885088	-30.2590866	0	1.3885088	1.60550737	40	0.01	1008.50116	0
Healing_Projectile	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Frost	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Green	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Ork	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
HeldrakeStrike	-19.0492439	9.3	-156.675476	-19.0492439	9.3	1.46012115	40	0.01	5004.926	0
Helfire Burst Target	0	-0.0870342255	-71.9139938	0	-0.0870342255	-0.06425953	40	0.01	2274.01416	0
Helspear_Assault_Buff	0	-0.206399918	-70.18341	0	-0.206399918	0	40	0.01	2221.276	0
HeroOfTheEmpire OLD	0.00755262375	-0.497027874	-21.2449722	0.00755262375	-0.497027874	-0.3226881	40	0.01	662.181641	0
HeroRespiteEffect	-0.0898733139	-1.085993	-24.9911728	-0.0898733139	-1.085993	0.3787465	40	0.01	802.947449	0
Hexmark_Artifice_Deal1	0.18619585	-0.606277	-135.015152	0.18619585	-0.606277	59.2341881	40	0.01	6147.911	0
Hive Fleet Ground Growth	0.2619238	-1.293941	-42.075695	0.2619238	-1.293941	0	40	0.01	1331.67834	0
Hunta Rig Harpoon Hand	0	-1.04	-165.723511	0	-1.04	0	40	0.01	5245.08057	0
HuntMark_DamageEffect	0	0.08001232	-59.83265	0	0.08001232	11.35064	40	0.01	2252.92139	0
HuntMark_EndEffect	0	1.38001156	-60.1622124	0	1.38001156	11.2146864	40	0.01	2259.04932	0
HuntMark_IdleEffect	0	1.38001156	-59.6228523	0	1.38001156	11.3555794	40	0.01	2246.43774	0
HuntMark_StackEffect	0	1.38001156	-63.87971	0	1.38001156	10.0649519	40	0.01	2340.31787	0
HuntMark_StartEffect	0	1.38001156	-63.87971	0	1.38001156	10.0649519	40	0.01	2340.31787	0
HuntMark_User	0	-1.29999971	-31.0846825	0	-1.29999971	0	40	0.01	983.817261	0
Immortal Beam	0	-0.200000763	-103.644814	0	-0.200000763	0	40	0.01	3280.31543	0
Impact_blunt_lightning	-0.532356739	-1.02122116	-35.09077	-0.532356739	-1.02122116	0	40	0.01	1110.60828	0
Impact_blunt_lightning_Big	0.128644943	0.8018484	-33.43751	0.128644943	0.8018484	0	40	0.01	1058.28333	0
Impact_blunt_lightning_Big_Recoil	0.383925438	-0.5060816	-35.8322525	0.383925438	-0.5060816	0	40	0.01	1134.07593	0
Impact_Ground_Stomp	0	-0.669014	-24.6829433	0	-0.669014	-0.0599999428	40	0.01	779.3059	0
Impact_Ground_Stomp_Big	0	-1.30000019	-62.3685875	0	-1.30000019	-0.199999809	40	0.01	1967.61	0
Infernal_Gaze	0	0.291600227	-23.3132172	0	0.291600227	0	40	0.01	737.8537	0
Infinity Circuit	0	0	-79.28068	0	0	1.95500088	40	0.01	2571.07568	0
InspiredRetributionEffect	0	2.25632381	-47.06252	0	2.25632381	-0.00173521042	40	0.01	1489.45422	0
Invoke Minion Card Fade Default	0	0	-2.71987534	0	0	0	40	0.01	86.0829239	0
Invoke Minion Card Fade Legendary	-0.117029667	-0.210113049	-15.2410526	-0.117029667	-0.210113049	-0.106897	40	0.01	478.989746	0
Invoke Minion Hits Ground	-0.420126915	0.0533409119	-47.94729	-0.420126915	0.0533409119	2.50817251	40	0.01	1596.89441	0
Invoke Minion Hits Ground Legendary	0.0827198	-0.6778784	-53.421772	0.0827198	-0.6778784	2.19850254	40	0.01	1760.35864	0
Invoke Minion Legendary ALT	0.3260727	-0.534975052	-52.8243942	0.3260727	-0.534975052	3.09483433	40	0.01	1769.82043	0
InvulnerableEffect	0	-1.28500032	-38.8557625	0	-1.28500032	1.43051147E-06	40	0.01	1229.7688	0
InvulnerableEffectDark	0	-0.91350174	-33.3710136	0	-0.91350174	1.43051147E-06	40	0.01	1056.17871	0
InvulnerableEffectGSC	-4.76837158E-06	-1.28499985	-58.2833939	-4.76837158E-06	-1.28499985	1.90734863E-06	40	0.01	1844.64526	0
InvulnerableEffectGuard	0	-1.22200012	-58.2834549	0	-1.22200012	9.536743E-07	40	0.01	1844.64722	0
InvulnerableEffectSW	0	-1.28500032	-38.8557625	0	-1.28500032	1.43051147E-06	40	0.01	1229.7688	0
InvulnerableEffectTau	0	-1.28499985	-58.2834549	0	-1.28499985	9.536743E-07	40	0.01	1844.64722	0
InvulnerableEffectTyranid	0	-1.28499985	-58.2834549	0	-1.28499985	9.536743E-07	40	0.01	1844.64722	0
Jammed Communications damage	0	-1.22624969	-34.042305	0	-1.22624969	0	40	0.01	1077.4248	0
KhaineBuff	0	-1.31999969	-46.6527061	0	-1.31999969	0	40	0.01	1476.5387	0
Kroot_Summon_quick	0	-2.6760006	-74.6022949	0	-2.6760006	0	40	0.01	2361.13159	0
Laser_Red	0	-1.31500053	-288.657959	0	-1.31500053	93.43739	40	0.01	12093.1592	0
Lasrifle Offscreen Target	20.2495251	0.900054932	-216.6499	20.2495251	0.900054932	65.2726059	40	0.01	8922.73	0
Lasrifle_3shots	0	-1.31500053	-331.4497	0	-1.31500053	114.564194	40	0.01	14116.1543	0
Lasrifle_auto	0	-1.31500053	-252.925659	0	-1.31500053	75.3984	40	0.01	10391.32	0
Lasrifle_auto OLD	0	-1.31500053	-331.466949	0	-1.31500053	114.572632	40	0.01	14116.9678	0
Lasrifle_basic	0	-1.31500053	-217.336792	0	-1.31500053	56.6211281	40	0.01	8670.654	0
Lasrifle_basic OLD	0	-1.31500053	-331.4761	0	-1.31500053	114.577118	40	0.01	14117.3994	0
Lasrifle_hellpistol	0	-1.31500053	-322.148834	0	-1.31500053	110.008026	40	0.01	13677.585	0
Lasrifle_Hotshot_2shots	8.201599E-05	-1.31501007	-218.377747	8.201599E-05	-1.31501007	57.18473	40	0.01	8721.4375	0
Lasrifle_Hotshot_3shots	-1.90734863E-05	-1.31500626	-218.373535	-1.90734863E-05	-1.31500626	57.1823959	40	0.01	8721.231	0
Lasrifle_Hotshot_auto_burst	0	-1.31500053	-263.949036	0	-1.31500053	80.99002	40	0.01	10917.1787	0
Lasrifle_Hotshot_basic	0	-1.31500053	-218.364578	0	-1.31500053	57.1772957	40	0.01	8720.786	0
Lasrifle_Hotshot_pistol	0	-1.31500053	-216.920685	0	-1.31500053	56.3956337	40	0.01	8650.348	0
Lasrifle_laspistol	0	-1.31500053	-216.58931	0	-1.31500053	56.21593	40	0.01	8634.173	0
Lasrifle_laspistol OLD	0	-1.31500053	-322.099	0	-1.31500053	109.983566	40	0.01	13675.2334	0
Lasrifle_laspistol_quick	0	-1.31500053	-259.3807	0	-1.31500053	78.66117	40	0.01	10698.8857	0
Lasrifle_laspistol_Ursula_AA	0	-1.31500053	-203.841415	0	-1.31500053	49.199955	40	0.01	8008.654	0
Lasrifle_offscreen	-13.7123032	-15.9432335	-271.637451	-13.7123032	-15.9432335	64.67895	40	0.01	10644.2754	0
Lasrifle_offscreen_1x	0.211880684	-10.2477112	-195.88591	0.211880684	-10.2477112	51.6241	40	0.01	7833.58936	0
Lasrifle_offscreen_5x	22.8527527	-17.2992668	-263.3101	22.8527527	-17.2992668	63.340126	40	0.01	10338.3438	0
Lightning burst webway	0	2.33515835	-67.609726	0	2.33515835	-0.4507618	40	0.01	2125.55347	0
Lightning_Green	-0.390000343	11.1182671	-66.33931	-0.390000343	11.1182671	-0.00174331665	40	0.01	2099.5564	0
LongRange_GainTrait	0	-1.46999979	-43.7369041	0	-1.46999979	1.43051147E-06	40	0.01	1384.25488	0
LongRange_LoseTrait	-0.197916389	0.115250826	-10.64928	-0.197916389	0.115250826	-0.0328942537	40	0.01	336.004181	0
MarkerlightExpire	0	-1.06996584	-17.998539	0	-1.06996584	-0.03999877	40	0.01	568.3804	0
MarkerlightIdle	0	-1.283	-31.2356815	0	-1.283	-0.150998592	40	0.01	983.817261	0
MarkerlightProcEffect	0	-1.01136684	-23.8594151	0	-1.01136684	-0.03999853	40	0.01	753.874634	0
MarkerlightSource	0	0.04699993	-67.97027	0	0.04699993	-0.029999733	40	0.01	2150.28125	0
MarkerlightTriggerDamage	0	-0.656366348	-20.6745644	0	-0.656366348	-0.03999877	40	0.01	653.075439	0
MarkOfKhorne_enchantment	0	-3.14812469	-60.19285	0	-3.14812469	0	40	0.01	1905.07874	0
MarkOfNurgle_enchantment	0	-1.0495	-18.14254	0	-1.0495	0	40	0.01	574.203857	0
MarkOfSlaanesh_enchantment	0.03430116	-0.678924441	-7.92016125	0.03430116	-0.678924441	-0.0342129469	40	0.01	249.58699	0
MarkOfTzeentch_enchantment	0.0315001	-0.196085691	-11.935297	0.0315001	-0.196085691	0.03523314	40	0.01	378.8623	0
MasterOfExecutions	-0.0290355682	0.244618416	-46.5167427	-0.0290355682	0.244618416	0.10970211	40	0.01	1475.70764	0
MegaBlasta	0	-1.31500053	-161.848648	0	-1.31500053	24.7831669	40	0.01	5906.82	0
MegaBlasta_Small	-1.13669491	-0.146113157	-98.28295	-1.13669491	-0.146113157	0.05455017	40	0.01	3112.341	0
Meteor Angled	0	0	-498.224945	0	0	0	40	0.01	15768.6123	0
Mining_Laser	0	-1.31500053	-145.087845	0	-1.31500053	8.86463	40	0.01	4872.53174	0
MobEffect	0	-1.30000019	-29.9446125	0	-1.30000019	0	40	0.01	947.734558	0
MoreDakkaEffect	0	-0.3874359	-20.8404636	0	-0.3874359	-0.00173544884	40	0.01	659.537048	0
Necron_Regenerate	0	0.2706132	-19.76361	0	0.2706132	-0.614522934	40	0.01	606.060669	0
NecronGauss	0	-1.31500053	-289.546783	0	-1.31500053	93.881134	40	0.01	12135.335	0
NecronGauss_Damaged Hexmark	-0.5	-0.8244939	-142.84726	-0.5	-0.8244939	59.4434471	40	0.01	6402.417	0
NecronGauss_Deathmark	92.12117	-1.43249989	-466.282471	92.12117	-1.43249989	147.746689	40	0.01	19433.77	0
NecronGauss_Double	0	-1.31500053	-278.555023	0	-1.31500053	86.52023	40	0.01	11554.48	0
NecronGauss_Hexmark	-0.5	-0.806376457	-142.9232	-0.5	-0.806376457	59.4429741	40	0.01	6404.80566	0
NecronGauss_Imotekh_AA	0	-1.31500053	-202.082489	0	-1.31500053	48.2141533	40	0.01	7921.785	0
NecronGauss_Large	0	-1.31499958	-198.840912	0	-1.31499958	77.77993	40	0.01	8754.935	0
NecronGauss_Tesla	0	-1.43249893	-275.84787	0	-1.43249893	66.8511047	40	0.01	10846.28	0
NecronGauss_Tesla_Annihilation Barge	0	-1.43249893	-276.499268	0	-1.43249893	66.8511047	40	0.01	10866.8965	0
NecronGauss_Trilinked	0	-1.43249893	-244.029663	0	-1.43249893	70.7561	40	0.01	9962.839	0
NecronGauss_Twinlinked	0	-1.31500053	-244.029663	0	-1.31500053	70.7561	40	0.01	9962.839	0
Necrons death explosion	-0.0727434158	2.67389059	-47.4231873	-0.0727434158	2.67389059	0.0292491913	40	0.01	1501.84985	0
NephilimShadow_Flyover	-0.8200035	0.100000381	-178.4743	-0.8200035	0.100000381	1.54999924	40	0.01	5697.695	0
Njal Blizzard Attack	15	0	-173.101257	15	0	22.6308	40	0.01	6194.83838	0
NoMukkinAboutEffect	148.35173	3.104786	-493.221039	148.35173	3.104786	0.143668175	40	0.01	15614.7891	0
Oath_Effect	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Offensive_Sweeping_Infestation_Target	-0.7674155	0	-31.749939	-0.7674155	0	-0.05880022	40	0.01	1003.01141	0
Offensive_Thunderstorm Target	0	-19.0790672	-146.730682	0	-19.0790672	0.495500565	40	0.01	4659.64746	0
Orbital 3 repeat	0	-31.1296082	-644.7876	0	-31.1296082	0	40	0.01	20407.26	0
Orbital 4 repeat	0	-31.1296082	-645.303467	0	-31.1296082	0	40	0.01	20423.5879	0
Orbital Bombardment Enemy Warlord	1.9500041	31.95	-212.738113	1.9500041	31.95	-10.2200165	40	0.01	6409.614	0
Orbital Bombardment Target	1.9500041	30.95	-211.738113	1.9500041	30.95	-9.22001648	40	0.01	6409.614	0
Ork Environmental Condition Dust	-5.18518066	13.1477146	-296.151855	-5.18518066	13.1477146	-2.11629486	40	0.01	9306.103	0
Ork Environmental Condition Spore Clouds	0.6100006	2.05999947	-133.200317	0.6100006	2.05999947	7.94416428	40	0.01	4467.164	0
Ork_Rocket	-0.06410313	-0.340806	-70.8482742	-0.06410313	-0.340806	3.787385	40	0.01	2362.1875	0
Ork_RocketDown	46.80327	1.41955376	-194.975632	46.80327	1.41955376	25.3172169	40	0.01	6972.17725	0
Ork_RocketUp	45.18025	2.783184	-194.978378	45.18025	2.783184	24.3700714	40	0.01	6942.2876	0
Ork_Squiggoth_Charge	2.99215317E-05	-1.00497389	-4.4886775	2.99215317E-05	-1.00497389	0	40	0.01	142.064789	0
Ork_StormboyzStrike	75.67875	18.62968	-443.316284	75.67875	18.62968	22.27486	40	0.01	14735.7666	0
Ork_Target	0	-1.25	-27.1954918	0	-1.25	0.00326442719	40	0.01	860.829346	0
Ork_Trampla_Charge	-7.80820847E-05	-1.00500262	-4.488703	-7.80820847E-05	-1.00500262	0	40	0.01	142.065567	0
OrkBuff_KrumpDaGitz	0	-1.25	-54.39425	0	-1.25	0.00326442719	40	0.01	1721.65869	0
OrkBuff_Recall	0	-1.47000027	-44.38162	0	-1.47000027	0.0120000839	40	0.01	1405.03955	0
OrkBuff_Snakebitez_1	0	-1.25	-29.941349	0	-1.25	0.00326442719	40	0.01	947.734558	0
OrkBuff_Snakebitez_1_2D_SFX	0	-1.25	-29.941349	0	-1.25	0.00326442719	40	0.01	947.734558	0
OrkBuff_Snakebitez_1_NoIcon	0	-1.25	-29.941349	0	-1.25	0.00326442719	40	0.01	947.734558	0
OrkBuff_Snakebitez_1_Quick	0	-1.25	-31.0810318	0	-1.25	0.00326442719	40	0.01	983.805054	0
OrkBuff_Snakebitez_2	0	-0.935400963	-64.54751	0	-0.935400963	0.0120000839	40	0.01	2043.28174	0
OrkBuff_Snakebitez_2_Intense	0	-0.892800331	-64.95756	0	-0.892800331	0.416831017	40	0.01	2069.07227	0
OrkBuffGreenWaaagh	-0.09751725	-1.11149979	-20.6096687	-0.09751725	-1.11149979	0.108601332	40	0.01	655.7246	0
