file	card_id	name	faction	ev	text	avg_logprob	no_speech_prob	duration_s	elapsed_s	gt_from_filename	retry_no_vad	repaired	clean_flag
VO_Goff_Battlewagon - This is gonna be a bumpy ride.ogg	GOF35	Battlewagon	Goff	line	This is gonna be a bumpy ride!	0.0	0.0	1.886	1.43	This is gonna be a bumpy ride	0		
VO_Goff_Big Krumpaz - Get over ere and face me klaw.ogg	GOF22	Big Krumpaz	Goff	line	Get over here, and face me claw!	0.0	0.0	3.385	1.43	Get over ere and face me klaw	0		
VO_Goff_Big Shoota Boy - More More dakka.ogg	GOF27	Big Shoota Boy	Goff	line	More! More decah!	0.0	0.0	2.303	1.4	More More dakka	0		
VO_Goff_Bomb Squig - MUNCH.ogg	GOF6	Bomb Squig	Goff	line		0.0	0.0	2.579	1.43	MUNCH	0	1	echo
VO_Goff_Boomdakka Snazzwagon - Fasta boyz We'z got lots of gits ta krump.ogg	GOF23	Boomdakka Snazzwagon	Goff	line	Faster boys! We've got lots of kids to cram!	0.0	0.0	4.783	1.52	Fasta boyz We'z got lots of gits ta krump	0		
VO_Goff_Burna Boy - Youz likes it hot.ogg	GOF17	Burna Boy	Goff	line	You rascals!	0.0	0.0	2.47	4.11	Youz likes it hot	0		
VO_Goff_Deff Dread - Iz stuck inside dis ting an dat makes me MAD.ogg	GOF33	Deff Dread	Goff	line	I stuck inside this thing and that makes me mad!	0.0	0.0	4.85	1.46	Iz stuck inside dis ting an dat makes me MAD	0		
VO_Goff_Deffgun Loota - Shootin an lootin in dat order.ogg	GOF18	Deffgun Loota	Goff	line	Living and living in Deffgun Loota	0.0	0.0	3.809	1.46	Shootin an lootin in dat order	0		
VO_Goff_Deffkopta - There's no hidin from me rokkits.ogg	GOF19	Deffkopta	Goff	line	Please, now hide him from me, Rockets!	0.0	0.0	2.754	1.45	There's no hidin from me rokkits	0		
VO_Goff_Ghazghkull_CantDo.ogg	GOF3	Ghazghkull Thraka	Goff	cantdo	Meh, don't do.	0.0	0.0	1.433	1.42		0		
VO_Goff_Ghazghkull_Concede.ogg	GOF3	Ghazghkull Thraka	Goff	concede	How's it going, wife, for a bit?  Need to get more boys.	0.0	0.0	3.18	1.53		0		
VO_Goff_Ghazghkull_Greet.ogg	GOF3	Ghazghkull Thraka	Goff	greet	I'm Ghazghkull and I'll bring great snow.	0.0	0.0	4.103	1.52		0		
VO_Goff_Ghazghkull_Hurry.ogg	GOF3	Ghazghkull Thraka	Goff	hurry	So much to punch, so little time.	0.0	0.0	3.7	1.42		0		
VO_Goff_Ghazghkull_Intro.ogg	GOF3	Ghazghkull Thraka	Goff	intro	I'm the hand of Gork, the hand of Gork.	0.0	0.0	4.151	1.51		0		
VO_Goff_Ghazghkull_Mirror.ogg	GOF3	Ghazghkull Thraka	Goff	mirror	Please, can I stop the universe from that?	0.0	0.0	3.444	1.43		0		
VO_Goff_Ghazghkull_Threat.ogg	GOF3	Ghazghkull Thraka	Goff	threat	Get closer.  Always hungry.	0.0	0.0	3.967	1.44		0		
VO_Goff_Ghazghkull_attack.ogg	GOF3	Ghazghkull Thraka	Goff	attack	UGH!	0.0	0.0	0.519	1.35		1		
VO_Goff_Ghazghkull_death.ogg	GOF3	Ghazghkull Thraka	Goff	death	Grrrrrr!	0.0	0.0	1.972	4.35		1		
VO_Goff_Ghazghkull_gen1.ogg	GOF3	Ghazghkull Thraka	Goff	gen1	There's more cunning than a grot, and more killing than a dread.	0.0	0.0	4.143	1.51		0		
VO_Goff_Ghazghkull_gen2.ogg	GOF3	Ghazghkull Thraka	Goff	gen2	I will turn the stars green.	0.0	0.0	3.647	1.45		0		
VO_Goff_Ghazghkull_gen3.ogg	GOF3	Ghazghkull Thraka	Goff	gen3	Folks need to fight, like they need me to do.	0.0	0.0	3.652	1.46		0		
VO_Goff_Ghazghkull_gen4.ogg	GOF3	Ghazghkull Thraka	Goff	gen4	We see Orcs, the one who's made to fight and win.	0.0	0.0	5.369	1.53		0		
VO_Goff_Ghazghkull_gen5.ogg	GOF3	Ghazghkull Thraka	Goff	gen5	Our world's burned in our boat prints.	0.0	0.0	3.151	1.43		0		
VO_Goff_Ghazghkull_gen6.ogg	GOF3	Ghazghkull Thraka	Goff	gen6	Get yourself lucky you still have teeth.	0.0	0.0	3.207	1.42		0		
VO_Goff_Ghazghkull_gen7.ogg	GOF3	Ghazghkull Thraka	Goff	gen7	Wave the lucky stick, McCurry!  Waaaaaah!	0.0	0.0	5.375	1.52		0		
VO_Goff_Ghazghkull_vsCalgar.ogg	GOF3	Ghazghkull Thraka	Goff	vscalgar	Robin cut, crashed and stomped, and arms still kicking.	0.0	0.0	5.804	1.51		0		
VO_Goff_Ghazghkull_vsCommissar.ogg	GOF3	Ghazghkull Thraka	Goff	vscommissar	You should remind me of someone.	0.0	0.0	2.607	1.38		0		
VO_Goff_Ghazghkull_vsKnightTitan.ogg	GOF3	Ghazghkull Thraka	Goff	vsknighttitan	Smash that thing that's crap, boys!	0.0	0.0	3.103	1.47		0		
VO_Goff_Ghazghkull_vsMinka.ogg	GOF3	Ghazghkull Thraka	Goff	vsminka	You've seen nothing yet.	0.0	0.0	2.703	1.39		0		
VO_Goff_Ghazghkull_vsTBC1.ogg	GOF3	Ghazghkull Thraka	Goff	vstbc1	You thought she's good, you wee.	0.0	0.0	2.479	1.45		0		
VO_Goff_Ghazghkull_wp.ogg	GOF3	Ghazghkull Thraka	Goff	wp	Good enemies is hard to find.	0.0	0.0	2.617	1.41		0		
VO_Goff_Gorkanaut - No git can stops da fist of Gork.ogg	GOF38	Gorkanaut	Goff	line	No kid can stop Staphis of Gork!	0.0	0.0	3.578	1.48	No git can stops da fist of Gork	0		
VO_Goff_Grot - Yes boss yes boss.ogg	GOF4	Grot	Goff	line	Yes boss! Yes boss!	0.0	0.0	1.983	1.41	Yes boss yes boss	0		
VO_Goff_Grot Tank - Im drivin No IM drivin.ogg	GOF4	Grot	Goff	line	I'm driving! Yeah, I'm driving!	0.0	0.0	3.998	1.43	Im drivin No IM drivin	0		
VO_Goff_Grukk_attack.ogg	GOF1	Grukk Face-Rippa	Goff	attack	Grr!	0.0	0.0	0.567	1.36		0		
VO_Goff_Grukk_cantDo.ogg	GOF1	Grukk Face-Rippa	Goff	cantdo	Go do that!	0.0	0.0	0.953	1.36		0		
VO_Goff_Grukk_concede.ogg	GOF1	Grukk Face-Rippa	Goff	concede	I don't want to kill you just yet. Let's scrap again, another day.	0.0	0.0	5.311	1.55		0		
VO_Goff_Grukk_death.ogg	GOF1	Grukk Face-Rippa	Goff	death	C'mon!	0.0	0.0	1.783	10.19		1		
VO_Goff_Grukk_gen1.ogg	GOF1	Grukk Face-Rippa	Goff	gen1	Don't you forget who's in charge.	0.0	0.0	3.071	1.42		0		
VO_Goff_Grukk_gen2.ogg	GOF1	Grukk Face-Rippa	Goff	gen2	You think you're better? Come and have a go then!	0.0	0.0	3.879	1.46		0		
VO_Goff_Grukk_gen3.ogg	GOF1	Grukk Face-Rippa	Goff	gen3	Me's too tough for death.	0.0	0.0	2.679	1.4		0		
VO_Goff_Grukk_gen4.ogg	GOF1	Grukk Face-Rippa	Goff	gen4	There's some fighting to do!	0.0	0.0	1.98	1.39		0		
VO_Goff_Grukk_gen5.ogg	GOF1	Grukk Face-Rippa	Goff	gen5	Here we go, here we go, here we go.	0.0	0.0	4.3	1.49		0		
VO_Goff_Grukk_gen6.ogg	GOF1	Grukk Face-Rippa	Goff	gen6	What gags? What takes? What stumbags?	0.0	0.0	3.943	1.47		0		
VO_Goff_Grukk_gen7.ogg	GOF1	Grukk Face-Rippa	Goff	gen7	WOOOOOOO	0.0	0.0	2.577	13.21		0		
VO_Goff_Grukk_greet.ogg	GOF1	Grukk Face-Rippa	Goff	greet	You better be ready!	0.0	0.0	1.716	1.37		0		
VO_Goff_Grukk_hurry.ogg	GOF1	Grukk Face-Rippa	Goff	hurry	I'm bored. Where's the fightin'?	0.0	0.0	3.276	1.44		0		
VO_Goff_Grukk_intro.ogg	GOF1	Grukk Face-Rippa	Goff	intro	Let's get some action, boys!	0.0	0.0	3.145	1.49		0		
VO_Goff_Grukk_mirror.ogg	GOF1	Grukk Face-Rippa	Goff	mirror	I'm ready for a scrap!	0.0	0.0	2.111	1.47		0		
VO_Goff_Grukk_threat.ogg	GOF1	Grukk Face-Rippa	Goff	threat	Let's see how smart you are without your head.	0.0	0.0	4.041	1.55		0		
VO_Goff_Grukk_vsAbaddon.ogg	GOF1	Grukk Face-Rippa	Goff	vsabaddon	CRUSH THEM SPIKEY LADS BOYS!	0.0	0.0	2.903	1.58		0		
VO_Goff_Grukk_vsNemesor.ogg	GOF1	Grukk Face-Rippa	Goff	vsnemesor	We got butt boys here! Time for some good scrapping!	0.0	0.0	4.103	1.5		0		
VO_Goff_Grukk_vsTyranid.ogg	GOF1	Grukk Face-Rippa	Goff	vstyranid	Bug boys are back on the menu, lads!	0.0	0.0	2.919	1.49		0		
VO_Goff_Grukk_vsUM.ogg	GOF1	Grukk Face-Rippa	Goff	vsum	Take them blue helmets, boys. They bring good orky luck.	0.0	0.0	4.844	1.55		0		
VO_Goff_Grukk_wp.ogg	GOF1	Grukk Face-Rippa	Goff	wp	You got a lot of Orky, know what's?	0.0	0.0	2.276	1.54		0		
VO_Goff_Gunwagon - Big dakka's da bestest dakka.ogg	GOF36	Gunwagon	Goff	line	Big Decker is the bestest Decker!	0.0	0.0	2.618	1.48	Big dakka's da bestest dakka	0		
VO_Goff_Hornhelmz Boy - Charge em boyz jus like der Horned Bull.ogg	GOF12	Hornhelmz Boy	Goff	line	Charge on boys, just like a home bow.	0.0	0.0	3.1	1.5	Charge em boyz jus like der Horned Bull	0		
VO_Goff_Killa Kan - Which button makes this fing go.ogg	GOF24	Killa Kan	Goff	line	This part makes his finger go!	0.0	0.0	1.946	1.41	Which button makes this fing go	0		
VO_Goff_Kommando - Shut yer gobs time ta get all sneakylike.ogg	GOF34	Kommando	Goff	line	Say your guns! Time to get all sneaky like!	0.0	0.0	3.5	1.51	Shut yer gobs time ta get all sneakylike	0		
VO_Goff_Makari - Ready for fightin boss.ogg	GOF5	Makari the Grot	Goff	line	Ready for fighting boss?	0.0	0.0	1.569	1.43	Ready for fightin boss	0		
VO_Goff_Meganob Ugrak - Make Gork proud boyz.ogg	GOF28	Meganob Ugrak	Goff	line	Michael Pratt Boys	0.0	0.0	2.767	1.4	Make Gork proud boyz	0		
VO_Goff_Mekboy Gazmek-Orks are da best at scrappin.ogg	GOF25	Mekboy Gazmek	Goff	line	Orcs are the best at scrapping.	0.0	0.0	2.183	1.45		0		
VO_Goff_Ork Boy - Oo wantz ta taste me choppa first.ogg	GOF7	Ork Boy	Goff	line	Who wants to taste me chopper first?	0.0	0.0	3.039	1.45	Oo wantz ta taste me choppa first	0		
VO_Goff_Ork Nob - Orkz is made fer two fings only fightin and winnin.ogg	GOF20	Ork Nob	Goff	line	Ork's is made for two things only.  Fighting and winning!	0.0	0.0	4.887	1.57	Orkz is made fer two fings only fightin and winnin	0		
VO_Goff_Painboy Sniklaw - Thisll hurt you more than it hurts me.ogg	GOF26	PainBoy Sniklaw	Goff	line	Is alert you more than alert me?	0.0	0.0	2.905	1.46	Thisll hurt you more than it hurts me	0		
VO_Goff_Rukkatrukk Squigbuggy_Go lil' chompa Do yer fing.ogg	GOF29	Rukkatrukk Squigbuggy	Goff	line	Go little chumpa, do your thing.	0.0	0.0	2.607	1.48		0		
VO_Goff_Shoota Boy - Orky dakka is dead killy.ogg	GOF13	Shoota Boy	Goff	line	Okidaka is dead killie.	0.0	0.0	2.751	1.45	Orky dakka is dead killy	0		
VO_Goff_Skarboy Nob - Watch that stupid gob of yours.ogg	GOF21	Skarboy Nob	Goff	line	What's that stupid gobba yours?	0.0	0.0	3.201	1.48	Watch that stupid gob of yours	0		
VO_Goff_Slugga Boy - Stop movin Iz want ta hit yereds.ogg	GOF8	Slugga Boy	Goff	line	Stop moving! I just want to hit your head!	0.0	0.0	3.264	1.48	Stop movin Iz want ta hit yereds	0		
VO_Goff_Spanner - Still not workin Den I hitz it arder.ogg	GOF14	Ork Spanner	Goff	line	Still not working, Ruth. Then I hit you in order.	0.0	0.0	3.919	1.52	Still not workin Den I hitz it arder	0		
VO_Goff_Stompa - STOMP.ogg	GOF39	Stompa	Goff	line	Stompa, Goff.	0.0	0.0	3.514	1.43	STOMP	1		
VO_Goff_Stormboy - Once Iz get goin there aint no stoppin.ogg	GOF9	Stormboy	Goff	line	What's all this going? There ain't no storming!	0.0	0.0	3.38	1.54	Once Iz get goin there aint no stoppin	0		
VO_Goff_Tankbusta - Saved me boomiest rokkit just fer you.ogg	GOF30	Tankbusta	Goff	line	Save me, boomiest rocket just for you.	0.0	0.0	3.569	1.44	Saved me boomiest rokkit just fer you	0		
VO_Goff_Veteran Stormboy - Are you ready to go boom.ogg	GOF9	Stormboy	Goff	line	Are you ready? Like a boom!	0.0	0.0	2.233	1.41	Are you ready to go boom	0		
VO_Goff_Warbiker - Dont fink youz can outrunz me.ogg	GOF15	Warbiker	Goff	line	Don't think you can outsource me!	0.0	0.0	2.087	1.42	Dont fink youz can outrunz me	0		
VO_Goff_Zagstruk_attack.ogg	GOF2	Boss Zagstruk	Goff	attack	UGH!	0.0	0.0	0.407	1.35		1		
VO_Goff_Zagstruk_cantDo.ogg	GOF2	Boss Zagstruk	Goff	cantdo	Don't do that!	0.0	0.0	1.383	1.33		0		
VO_Goff_Zagstruk_concede.ogg	GOF2	Boss Zagstruk	Goff	concede	We'll be back for more!	0.0	0.0	2.212	1.4		0		
VO_Goff_Zagstruk_death.ogg	GOF2	Boss Zagstruk	Goff	death	AHHHHH!	0.0	0.0	1.519	3.75		1		
VO_Goff_Zagstruk_gen1.ogg	GOF2	Boss Zagstruk	Goff	gen1	If he's win, he's win. If he dies fighting, now don't count.	0.0	0.0	4.247	1.57		0		
VO_Goff_Zagstruk_gen2.ogg	GOF2	Boss Zagstruk	Goff	gen2	Here's the boss! Ha ha ha!	0.0	0.0	3.049	1.46		0		
VO_Goff_Zagstruk_gen3.ogg	GOF2	Boss Zagstruk	Goff	gen3	RAPHIN STOPSY OAKS!	0.0	0.0	2.98	4.28		0		
VO_Goff_Zagstruk_gen4.ogg	GOF2	Boss Zagstruk	Goff	gen4	Drop all of that bombs, boys!	0.0	0.0	3.004	1.45		0		
VO_Goff_Zagstruk_gen5.ogg	GOF2	Boss Zagstruk	Goff	gen5	Good shoo-in! Now it's time for some chopping!	0.0	0.0	4.175	1.48		0		
VO_Goff_Zagstruk_gen6.ogg	GOF2	Boss Zagstruk	Goff	gen6	No clever at might, you's made me angry.	0.0	0.0	4.036	1.52		0		
VO_Goff_Zagstruk_gen7.ogg	GOF2	Boss Zagstruk	Goff	gen7	Too many parents alive!  Ah, that's easy to fix!	0.0	0.0	4.247	1.53		0		
VO_Goff_Zagstruk_greet.ogg	GOF2	Boss Zagstruk	Goff	greet	Give race on Chloria!	0.0	0.0	2.452	4.32		0		
VO_Goff_Zagstruk_hurry.ogg	GOF2	Boss Zagstruk	Goff	hurry	UGH, THE EMOGIES PROBATS OFF!	0.0	0.0	3.519	2.16		0		
VO_Goff_Zagstruk_intro.ogg	GOF2	Boss Zagstruk	Goff	intro	DEATH FROM ABOVE!	0.0	0.0	2.007	1.4		0		
VO_Goff_Zagstruk_mirror.ogg	GOF2	Boss Zagstruk	Goff	mirror	Land with your boots first, boys!	0.0	0.0	2.641	1.41		0		
VO_Goff_Zagstruk_threat.ogg	GOF2	Boss Zagstruk	Goff	threat	Yes, Goff's going right on my pointy stick!	0.0	0.0	3.177	1.49		0		
VO_Goff_Zagstruk_vsTBC2.ogg	GOF2	Boss Zagstruk	Goff	vstbc2	MADE OF BATONS O' CROVED AND STOMPED!	0.0	0.0	3.281	1.56		0		
VO_Goff_Zagstruk_vsTBC3.ogg	GOF2	Boss Zagstruk	Goff	vstbc3	Fight all you want, or cram your either way dick.	0.0	0.0	4.073	1.49		0		
VO_Goff_Zagstruk_vsTBC4.ogg	GOF2	Boss Zagstruk	Goff	vstbc4	Mark Laws are made for chewing, and that's just what they'll do.	0.0	0.0	4.849	1.53		0		
VO_Goff_Zagstruk_wp.ogg	GOF2	Boss Zagstruk	Goff	wp	Ahh! Very ugly that was!	0.0	0.0	2.751	1.41		0		
VO_Ork_Beast Snagga Boy - I'z gonna rip you ta bits! (Andrew).ogg	GOF78	Beast Snagga Boy	Goff	line	Oh, she's gonna rip you to bits.	0.0	0.0	2.419	1.43	I'z gonna rip you ta bits!	0		
VO_Ork_Beast Snagga Nob - Where's da biggest trophy_! (Andrew).ogg	GOF81	Beast Snagga Nob	Goff	line	Where's the biggest trophy?	0.0	0.0	1.926	1.43	Where's da biggest trophy_!	0		
VO_Ork_Beastboss Morgrim_attack.ogg	GOF75	Beastboss Morgrim	Goff	attack	Ah!	0.0	0.0	0.489	1.36		0		generic
VO_Ork_Beastboss Morgrim_cantDo.ogg	GOF75	Beastboss Morgrim	Goff	cantdo	Why not then?	0.0	0.0	1.107	1.38		0		
VO_Ork_Beastboss Morgrim_concede.ogg	GOF75	Beastboss Morgrim	Goff	concede	This runs too much for us!	0.0	0.0	1.818	1.4		0		
VO_Ork_Beastboss Morgrim_death.ogg	GOF75	Beastboss Morgrim	Goff	death	UGH!	0.0	0.0	1.395	3.96		1		
VO_Ork_Beastboss Morgrim_gen1.ogg	GOF75	Beastboss Morgrim	Goff	gen1	My squid's got your game is on!	0.0	0.0	2.384	1.45		0		
VO_Ork_Beastboss Morgrim_gen2.ogg	GOF75	Beastboss Morgrim	Goff	gen2	Ha! Die is gonna be Srammled!	0.0	0.0	2.791	1.5		0		
VO_Ork_Beastboss Morgrim_gen3.ogg	GOF75	Beastboss Morgrim	Goff	gen3	Next one better put up a good scrap.	0.0	0.0	2.785	1.49		0		
VO_Ork_Beastboss Morgrim_gen4.ogg	GOF75	Beastboss Morgrim	Goff	gen4	You fart like a tape-flip squig!	0.0	0.0	2.411	1.54		0		
VO_Ork_Beastboss Morgrim_gen5.ogg	GOF75	Beastboss Morgrim	Goff	gen5	How's your trap, girl? Chloridoff!	0.0	0.0	2.768	1.53		0		
VO_Ork_Beastboss Morgrim_gen6.ogg	GOF75	Beastboss Morgrim	Goff	gen6	Hold still! I was trying to chop ya!	0.0	0.0	2.968	1.52		0		
VO_Ork_Beastboss Morgrim_gen7.ogg	GOF75	Beastboss Morgrim	Goff	gen7	Where's my squiggish soul?  Why's I'm woken?	0.0	0.0	3.177	1.58		0		
VO_Ork_Beastboss Morgrim_greet.ogg	GOF75	Beastboss Morgrim	Goff	greet	Okay, that's me on ya!	0.0	0.0	1.94	1.49		0		
VO_Ork_Beastboss Morgrim_hurry.ogg	GOF75	Beastboss Morgrim	Goff	hurry	No more thinking! There's nothing to do!	0.0	0.0	3.174	1.55		0		
VO_Ork_Beastboss Morgrim_intro.ogg	GOF75	Beastboss Morgrim	Goff	intro	Before I caught four in a good hunt, I was making one!	0.0	0.0	4.39	1.59		0		
VO_Ork_Beastboss Morgrim_mirror.ogg	GOF75	Beastboss Morgrim	Goff	mirror	Time to bag me a priggan!	0.0	0.0	2.361	1.53		0		
VO_Ork_Beastboss Morgrim_threat.ogg	GOF75	Beastboss Morgrim	Goff	threat	You dead make it!	0.0	0.0	2.025	1.51		0		
VO_Ork_Beastboss Morgrim_vsAstraMilitarum.ogg	GOF75	Beastboss Morgrim	Goff	vsastramilitarum	The humies always think they're smart, and then they get crumped!	0.0	0.0	4.544	1.61		0		
VO_Ork_Beastboss Morgrim_vsDarkAngels.ogg	GOF75	Beastboss Morgrim	Goff	vsdarkangels	Your feet wearing green makes you tough.  I'll show you what's what.	0.0	0.0	4.288	1.62		0		
VO_Ork_Beastboss Morgrim_vsMozrog.ogg	GOF75	Beastboss Morgrim	Goff	vsmozrog	We could get a proper feast out of that squig!	0.0	0.0	3.029	1.55		0		
VO_Ork_Beastboss Morgrim_vsShadowsun.ogg	GOF75	Beastboss Morgrim	Goff	vsshadowsun	Special suits? We'll give them a good crump in anyway.	0.0	0.0	4.283	1.6		0		
VO_Ork_Beastboss Morgrim_vsTyranids.ogg	GOF75	Beastboss Morgrim	Goff	vstyranids	More bugsies. Even grots won't eat that.	0.0	0.0	3.493	1.56		0		
VO_Ork_Beastboss Morgrim_wp.ogg	GOF75	Beastboss Morgrim	Goff	wp	This one's proper killy boys!	0.0	0.0	2.698	1.53		0		
VO_Ork_Beastboss on Squigosaur - Da hunt is on! Waaagh! (Andrew).ogg	GOF90	Beastboss on Squigosaur	Goff	line	The hunt is on!  WAAAARGH!	0.0	0.0	3.238	1.6	Da hunt is on! Waaagh!	0		
VO_Ork_Gargantuan Squiggoth - Mighty bellow (SFX).ogg	GOF96	Gargantuan Squiggoth	Goff	line	BOOM!	0.0	0.0	3.792	1.54	Mighty bellow	1	1	
VO_Ork_Goff_Big Choppa Nob - I'z gonna rip da world in ’arf.ogg	GOF_Big_Choppa_Nob	Big Choppa Nob	Goff	line	I'm just gonna rip the world in half!	0.0	0.0	3.862	1.44	I'z gonna rip da world in ’arf	0		
VO_Ork_Goff_Boss Nob - Yer face is callin' fer a good klawin'.ogg	GOF_Boss_Nob	Boss Nob	Goff	line	Your fight is going for good chlorine!	0.0	0.0	3.409	1.48	Yer face is callin' fer a good klawin'	0		
VO_Ork_Goff_Gordrang_Backup1.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup1	We're gonna trap the galaxy!	0.0	0.0	2.93	1.43		0		
VO_Ork_Goff_Gordrang_Backup2.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup2	Even filthy grunts is more cunning than yous!	0.0	0.0	4.024	1.53		0		
VO_Ork_Goff_Gordrang_Backup3.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup3	You're gonna show me a fight.	0.0	0.0	2.805	1.53		0		
VO_Ork_Goff_Gordrang_Backup4.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup4	None of your shooty bits will get past me all!	0.0	0.0	4.036	1.59		0		
VO_Ork_Goff_Gordrang_Backup6.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup6	No fighting! We are some stumping!	0.0	0.0	3.006	1.47		0		
VO_Ork_Goff_Gordrang_attack.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	attack	Nyeh!	0.0	0.0	0.803	7.51		0		
VO_Ork_Goff_Gordrang_cantDo.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	cantdo	No can do, boss.	0.0	0.0	1.247	1.38		0		
VO_Ork_Goff_Gordrang_concede.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	concede	BOOX IS NEVER BEYOND!	0.0	0.0	2.306	1.61		0		
VO_Ork_Goff_Gordrang_death.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	death	Grrrr.	0.0	0.0	1.824	35.98		0		
VO_Ork_Goff_Gordrang_gen1.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen1	Stomp them gates, then chop them, then stomp them again.	0.0	0.0	6.904	5.54		0		
VO_Ork_Goff_Gordrang_gen2.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen2	I'm kinda afraid of nothing.	0.0	0.0	2.135	2.32		0		
VO_Ork_Goff_Gordrang_gen3.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen3	Voice of Gordrang, is our strongholds, Yob.	0.0	0.0	2.933	1.59		0		
VO_Ork_Goff_Gordrang_gen4.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen4	Ha ha! War's life! What a good script!	0.0	0.0	3.815	1.49		0		
VO_Ork_Goff_Gordrang_gen5.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen5	I get no mug in a bag!	0.0	0.0	2.727	1.44		0		
VO_Ork_Goff_Gordrang_gen6.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen6	We was born to fight and win!	0.0	0.0	5.284	1.54		0		
VO_Ork_Goff_Gordrang_gen7.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen7	The bigger the war, the bra!	0.0	0.0	3.754	1.47		0		
VO_Ork_Goff_Gordrang_greet.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	greet	Ha ha ha! You look like some decent brown fish!	0.0	0.0	3.824	1.52		0		
VO_Ork_Goff_Gordrang_hurry.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	hurry	NEED TO FIGHT!	0.0	0.0	2.422	1.39		0		
VO_Ork_Goff_Gordrang_intro.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	intro	Let's stomp them good lads!	0.0	0.0	2.887	1.42		0		
VO_Ork_Goff_Gordrang_mirror.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	mirror	There's only room for one boss here.	0.0	0.0	3.235	1.48		0		
VO_Ork_Goff_Gordrang_threat.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	threat	METUPA IS UNGREED FOR YOUR EIGHT!	0.0	0.0	3.296	1.6		0		
VO_Ork_Goff_Gordrang_vsAbaddon.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsabaddon	It's buggy boys with a proper script, come on in!	0.0	0.0	4.704	1.64		0		
VO_Ork_Goff_Gordrang_vsEliac.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vseliac	Oi! None of them tricks! You stay stills, you hot and crummy-er!	0.0	0.0	5.386	1.81		0		
VO_Ork_Goff_Gordrang_vsGhazghkull.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsghazghkull	Let's see if you is as odd as I say you all.	0.0	0.0	4.457	1.62		0		
VO_Ork_Goff_Gordrang_vsOMaisos.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsomaisos	Let's see if your special saints can handle a good crumbin'!	0.0	0.0	4.274	1.65		0		
VO_Ork_Goff_Gordrang_wp.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	wp	Voice is your cunning and brutal.	0.0	0.0	3.511	1.45		0		
VO_Ork_Goff_Krumpaklaw - I'z chop ya like yer dead meat.ogg	GOF_Krumpaklaw	Krumpaklaw	Goff	line	Oh, shut up you liar!  Dead meat!	0.0	0.0	3.758	1.6	I'z chop ya like yer dead meat	0		
VO_Ork_Goff_Megablasta Deffkopta - Ere comes da show-stoppa.ogg	GOF19	Deffkopta	Goff	line	Here comes the showstopper!	0.0	0.0	2.73	1.48	Ere comes da show-stoppa	0		
VO_Ork_Goff_Rokkit Boy - Da only fing betta than dakka are boomy rokkits.ogg	GOF_Rokkit_Boy	Rokkit Boy	Goff	line	The only thing better than that guy are BOOMY Rokkits!	0.0	0.0	3.83	1.73	Da only fing betta than dakka are boomy rokkits	0		
VO_Ork_Goff_Stikkboy - No time for finkin' only time for krumpin'.ogg	GOF_Stikkbomb_Boy	Stikkbomb Boy	Goff	line	I'm time for thinking, I'm the time for cramming.	0.0	0.0	4.239	1.64	No time for finkin' only time for krumpin'	0		
VO_Ork_Grot Orderly - Here boss I'z going back for more! (Andrew).ogg	GOF79	Grot Orderly	Goff	line	Here boss, let's go in back for more!	0.0	0.0	1.969	1.56	Here boss I'z going back for more!	0		
VO_Ork_Grot on Bombsquig - Da boss always gots da best ideas! (Andrew).ogg	GOF82	Grot on Bombsquig	Goff	line	The boss always got the best ideas!	0.0	0.0	2.849	1.47	Da boss always gots da best ideas!	0		
VO_Ork_Hunta Rig - Load up da boyz we'z got huntin' ta do! (Joey).ogg	GOF92	Hunta Rig	Goff	line	Load up the boys, we's got hunting to do!	0.0	0.0	3.244	1.62	Load up da boyz we'z got huntin' ta do!	0		
