file	card_id	name	faction	ev	text	elapsed_s	gt_from_filename	clean_flag
VO_Goff_Gunwagon - Big dakka's da bestest dakka.ogg	GOF36	Gunwagon	Goff	line	Big Deckers the besties, Naka!	7.45	Big dakka's da bestest dakka	
VO_Goff_Hornhelmz Boy - Charge em boyz jus like der Horned Bull.ogg	GOF12	Hornhelmz Boy	Goff	line	Charge him, boys! Just like the hornbow!	7.5	Charge em boyz jus like der Horned Bull	
VO_Goff_Killa Kan - Which button makes this fing go.ogg	GOF24	Killa Kan	Goff	line	Whispower makes this thing go!	7.44	Which button makes this fing go	
VO_Goff_Kommando - Shut yer gobs time ta get all sneakylike.ogg	GOF34	Kommando	Goff	line	Shut your gums! Time to get all sneaky-like.	7.59	Shut yer gobs time ta get all sneakylike	
VO_Goff_Makari - Ready for fightin boss.ogg	GOF5	Makari the Grot	Goff	line	Ready for fighting, boss!	7.45	Ready for fightin boss	
VO_Goff_Meganob Ugrak - Make Gork proud boyz.ogg	GOF28	Meganob Ugrak	Goff	line	My Gulp Pryor Boys.	9.59	Make Gork proud boyz	
VO_Goff_Mekboy Gazmek-Orks are da best at scrappin.ogg	GOF25	Mekboy Gazmek	Goff	line	Orcs are the best at scrapping.	8.11		
VO_Goff_Ork Boy - Oo wantz ta taste me choppa first.ogg	GOF7	Ork Boy	Goff	line	Who wants to taste me chopper first?	7.54	Oo wantz ta taste me choppa first	
VO_Goff_Ork Nob - Orkz is made fer two fings only fightin and winnin.ogg	GOF20	Ork Nob	Goff	line	Orcs is made for two things only: fighting and winning!	7.48	Orkz is made fer two fings only fightin and winnin	
VO_Goff_Painboy Sniklaw - Thisll hurt you more than it hurts me.ogg	GOF26	PainBoy Sniklaw	Goff	line	It'll hurt you more than it'll hurt me.	7.56	Thisll hurt you more than it hurts me	
VO_Goff_Rukkatrukk Squigbuggy_Go lil' chompa Do yer fing.ogg	GOF29	Rukkatrukk Squigbuggy	Goff	line	Go, little chumpa. Do your thing.	9.29		
VO_Goff_Shoota Boy - Orky dakka is dead killy.ogg	GOF13	Shoota Boy	Goff	line	Walkie dacca is dead, Killy.	7.87	Orky dakka is dead killy	
VO_Goff_Skarboy Nob - Watch that stupid gob of yours.ogg	GOF21	Skarboy Nob	Goff	line	Watch that stupid gob of yours.	7.42	Watch that stupid gob of yours	
VO_Goff_Slugga Boy - Stop movin Iz want ta hit yereds.ogg	GOF8	Slugga Boy	Goff	line	Stop moving! I just want to hit your head!	7.46	Stop movin Iz want ta hit yereds	
VO_Goff_Spanner - Still not workin Den I hitz it arder.ogg	GOF14	Ork Spanner	Goff	line	Still not working. Then I hit it harder.	7.48	Still not workin Den I hitz it arder	
VO_Goff_Stompa - STOMP.ogg	GOF39	Stompa	Goff	line	*gunshot*	7.55	STOMP	
VO_Goff_Stormboy - Once Iz get goin there aint no stoppin.ogg	GOF9	Stormboy	Goff	line	Once all gets going, there ain't no storming!	7.47	Once Iz get goin there aint no stoppin	
VO_Goff_Tankbusta - Saved me boomiest rokkit just fer you.ogg	GOF30	Tankbusta	Goff	line	Save me boomiest rocket just for you.	7.51	Saved me boomiest rokkit just fer you	
VO_Goff_Veteran Stormboy - Are you ready to go boom.ogg	GOF9	Stormboy	Goff	line	Are you ready? I go boom!	7.45	Are you ready to go boom	
VO_Goff_Warbiker - Dont fink youz can outrunz me.ogg	GOF15	Warbiker	Goff	line	Don't think you can outfudge me!	7.44	Dont fink youz can outrunz me	
VO_Goff_Zagstruk_attack.ogg	GOF2	Boss Zagstruk	Goff	attack	*Gh*	7.49		
VO_Goff_Zagstruk_cantDo.ogg	GOF2	Boss Zagstruk	Goff	cantdo	Can't do that!	7.94		
VO_Goff_Zagstruk_concede.ogg	GOF2	Boss Zagstruk	Goff	concede	We'll be back for more!	7.73		
VO_Goff_Zagstruk_death.ogg	GOF2	Boss Zagstruk	Goff	death	AHHHHH!	8.15		
VO_Goff_Zagstruk_gen1.ogg	GOF2	Boss Zagstruk	Goff	gen1	If we win, we win! If we die, we fight! That don't count!	7.85		
VO_Goff_Zagstruk_gen2.ogg	GOF2	Boss Zagstruk	Goff	gen2	Who's the boss?	7.83		
VO_Goff_Zagstruk_gen3.ogg	GOF2	Boss Zagstruk	Goff	gen3	RAVENGE JOBS THE OAKS!	7.66		
VO_Goff_Zagstruk_gen4.ogg	GOF2	Boss Zagstruk	Goff	gen4	Drop on them like bombs, boys!	7.65		
VO_Goff_Zagstruk_gen5.ogg	GOF2	Boss Zagstruk	Goff	gen5	Good shooing. Last hour for some chobbing.	7.78		
VO_Goff_Zagstruk_gen6.ogg	GOF2	Boss Zagstruk	Goff	gen6	Not clever that mate! You's made me angry!	7.76		
VO_Goff_Zagstruk_gen7.ogg	GOF2	Boss Zagstruk	Goff	gen7	Too many bad ins alive! Well, that's easy to fix!	7.73		
VO_Goff_Zagstruk_greet.ogg	GOF2	Boss Zagstruk	Goff	greet	"""Gaverage on Gloria!"""	7.8		
VO_Goff_Zagstruk_hurry.ogg	GOF2	Boss Zagstruk	Goff	hurry	*Gasps* The Amogis Probataff!	7.97		
VO_Goff_Zagstruk_intro.ogg	GOF2	Boss Zagstruk	Goff	intro	DEATH FROM ABOVE!	7.72		
VO_Goff_Zagstruk_mirror.ogg	GOF2	Boss Zagstruk	Goff	mirror	Land with your boots first, boys!	7.71		
VO_Goff_Zagstruk_threat.ogg	GOF2	Boss Zagstruk	Goff	threat	Yes goals going right on me pointy stick.	7.74		
VO_Goff_Zagstruk_vsTBC2.ogg	GOF2	Boss Zagstruk	Goff	vstbc2	May the barons all crammed and stomped.	7.73		
VO_Goff_Zagstruk_vsTBC3.ogg	GOF2	Boss Zagstruk	Goff	vstbc3	Fight all you want or crumb your either way, dick!	7.73		
VO_Goff_Zagstruk_vsTBC4.ogg	GOF2	Boss Zagstruk	Goff	vstbc4	My claws are made for chewing, and that's just what they'll do.	7.75		
VO_Goff_Zagstruk_wp.ogg	GOF2	Boss Zagstruk	Goff	wp	Ha! Very ugly that was!	7.74		
VO_Ork_Beast Snagga Boy - I'z gonna rip you ta bits! (Andrew).ogg	GOF78	Beast Snagga Boy	Goff	line	Ozzy's gonna rip you to bits!	7.72	I'z gonna rip you ta bits!	
VO_Ork_Beast Snagga Nob - Where's da biggest trophy_! (Andrew).ogg	GOF81	Beast Snagga Nob	Goff	line	Where's the biggest trophy?	7.67	Where's da biggest trophy_!	
VO_Ork_Beastboss Morgrim_attack.ogg	GOF75	Beastboss Morgrim	Goff	attack	*Gah*	7.76		
VO_Ork_Beastboss Morgrim_cantDo.ogg	GOF75	Beastboss Morgrim	Goff	cantdo	What's happening?	7.71		
VO_Ork_Beastboss Morgrim_concede.ogg	GOF75	Beastboss Morgrim	Goff	concede	This was too much for us!	7.73		
VO_Ork_Beastboss Morgrim_death.ogg	GOF75	Beastboss Morgrim	Goff	death	*Groan*	7.76		
VO_Ork_Beastboss Morgrim_gen1.ogg	GOF75	Beastboss Morgrim	Goff	gen1	Me squeak's got your git in his eye!	7.77		
VO_Ork_Beastboss Morgrim_gen2.ogg	GOF75	Beastboss Morgrim	Goff	gen2	Ha! That is gonna be scrambled!	7.61		
VO_Ork_Beastboss Morgrim_gen3.ogg	GOF75	Beastboss Morgrim	Goff	gen3	Next one better put up a good scrap.	7.46		
VO_Ork_Beastboss Morgrim_gen4.ogg	GOF75	Beastboss Morgrim	Goff	gen4	You fight like a teethless squig!	7.49		
VO_Ork_Beastboss Morgrim_gen5.ogg	GOF75	Beastboss Morgrim	Goff	gen5	Hold your trap or I'll claw it off!	7.51		
VO_Ork_Beastboss Morgrim_gen6.ogg	GOF75	Beastboss Morgrim	Goff	gen6	Hold still! I was trying to chop ya!	9.82		
VO_Ork_Beastboss Morgrim_gen7.ogg	GOF75	Beastboss Morgrim	Goff	gen7	Where's my squeaking straw? Why's I walking?	9.16		
VO_Ork_Beastboss Morgrim_greet.ogg	GOF75	Beastboss Morgrim	Goff	greet	Hope you got some meat on ya!	7.51		
VO_Ork_Beastboss Morgrim_hurry.ogg	GOF75	Beastboss Morgrim	Goff	hurry	No more thinking! There's chopping to do!	7.57		
VO_Ork_Beastboss Morgrim_intro.ogg	GOF75	Beastboss Morgrim	Goff	intro	If I can't find a good hunt, I'm making one!	7.54		
VO_Ork_Beastboss Morgrim_mirror.ogg	GOF75	Beastboss Morgrim	Goff	mirror	Time to bag me a big one!	7.71		
VO_Ork_Beastboss Morgrim_threat.ogg	GOF75	Beastboss Morgrim	Goff	threat	You did make it!	7.34		
VO_Ork_Beastboss Morgrim_vsAstraMilitarum.ogg	GOF75	Beastboss Morgrim	Goff	vsastramilitarum	The humans always think they're smart, and then they get crumped!	7.99		
VO_Ork_Beastboss Morgrim_vsDarkAngels.ogg	GOF75	Beastboss Morgrim	Goff	vsdarkangels	You think wearing green makes you tough? I'll show you what's what.	7.99		
VO_Ork_Beastboss Morgrim_vsMozrog.ogg	GOF75	Beastboss Morgrim	Goff	vsmozrog	We could get a proper feast out of that squig.	8.03		
VO_Ork_Beastboss Morgrim_vsShadowsun.ogg	GOF75	Beastboss Morgrim	Goff	vsshadowsun	Special suits? We'll give them a good crump in anyway.	7.92		
VO_Ork_Beastboss Morgrim_vsTyranids.ogg	GOF75	Beastboss Morgrim	Goff	vstyranids	More bugsies! Even crotch won't eat that!	7.87		
VO_Ork_Beastboss Morgrim_wp.ogg	GOF75	Beastboss Morgrim	Goff	wp	This one's proper killy, boys.	7.85		
VO_Ork_Beastboss on Squigosaur - Da hunt is on! Waaagh! (Andrew).ogg	GOF90	Beastboss on Squigosaur	Goff	line	Da Hunt Asian!	7.84	Da hunt is on! Waaagh!	
VO_Ork_Gargantuan Squiggoth - Mighty bellow (SFX).ogg	GOF96	Gargantuan Squiggoth	Goff	line	*BOOM*	7.91	Mighty bellow	
VO_Ork_Goff_Big Choppa Nob - I'z gonna rip da world in ’arf.ogg	GOF_Big_Choppa_Nob	Big Choppa Nob	Goff	line	I was gonna rip the world it off!	8.14	I'z gonna rip da world in ’arf	
VO_Ork_Goff_Boss Nob - Yer face is callin' fer a good klawin'.ogg	GOF_Boss_Nob	Boss Nob	Goff	line	Your face is going for a good clawing.	8.46	Yer face is callin' fer a good klawin'	
VO_Ork_Goff_Gordrang_Backup1.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup1	We're gonna trap the galaxy!	8.66		
VO_Ork_Goff_Gordrang_Backup2.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup2	Even filthy gruts is more cunning than you!	7.96		
VO_Ork_Goff_Gordrang_Backup3.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup3	You're gonna stomp your face!	7.48		
VO_Ork_Goff_Gordrang_Backup4.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup4	Now they all shoot me, bitch, who get past me over!	7.59		
VO_Ork_Goff_Gordrang_Backup6.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	backup6	No fighting! We had some stomping!	7.61		
VO_Ork_Goff_Gordrang_attack.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	attack	Blech!	7.73		
VO_Ork_Goff_Gordrang_cantDo.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	cantdo	No can do, boss.	8.39		
VO_Ork_Goff_Gordrang_concede.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	concede	Hawks is never beaten!	8.05		
VO_Ork_Goff_Gordrang_death.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	death	*Rawr*	9.27		
VO_Ork_Goff_Gordrang_gen1.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen1	Stomp him, Gets! Then chop him! Then stomp him again!	7.82		
VO_Ork_Goff_Gordrang_gen2.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen2	Folks ain't afraid of nothing!	7.8		
VO_Ork_Goff_Gordrang_gen3.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen3	Most of the land is our strong old job.	7.68		
VO_Ork_Goff_Gordrang_gen4.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen4	Haha! Worst life! Good scrat!	7.69		
VO_Ork_Goff_Gordrang_gen5.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen5	Oi, git! No muckin' about!	7.76		
VO_Ork_Goff_Gordrang_gen6.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen6	We was born to fight and win!	7.82		
VO_Ork_Goff_Gordrang_gen7.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	gen7	The bigger, the more, the better!	7.7		
VO_Ork_Goff_Gordrang_greet.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	greet	Ha ha ha! You looks like some decent practice!	7.7		
VO_Ork_Goff_Gordrang_hurry.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	hurry	We need to fight!	7.68		
VO_Ork_Goff_Gordrang_intro.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	intro	Let's stop them good, lads!	7.74		
VO_Ork_Goff_Gordrang_mirror.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	mirror	There's only room for one boss here.	7.81		
VO_Ork_Goff_Gordrang_threat.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	threat	Me chopper is angry for your head!	7.82		
VO_Ork_Goff_Gordrang_vsAbaddon.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsabaddon	You Spunky boys want a proper scrap? Come on then!	7.76		
VO_Ork_Goff_Gordrang_vsEliac.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vseliac	Oi! None of them tricks! You stay still, short and cramp ya!	7.79		
VO_Ork_Goff_Gordrang_vsGhazghkull.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsghazghkull	Let's see if you is as hard as I say you are.	7.74		
VO_Ork_Goff_Gordrang_vsOMaisos.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	vsomaisos	Let's see if your special suits can handle a good cramping!	7.95		
VO_Ork_Goff_Gordrang_wp.ogg	GOF_Warboss_Gordrang	Warboss Gordrang	Goff	wp	I sees you cunning and brutal.	8.02		
VO_Ork_Goff_Krumpaklaw - I'z chop ya like yer dead meat.ogg	GOF_Krumpaklaw	Krumpaklaw	Goff	line	I'll chop you like you dead meat!	7.97	I'z chop ya like yer dead meat	
VO_Ork_Goff_Megablasta Deffkopta - Ere comes da show-stoppa.ogg	GOF19	Deffkopta	Goff	line	Here comes the showstopper!	7.71	Ere comes da show-stoppa	
VO_Ork_Goff_Rokkit Boy - Da only fing betta than dakka are boomy rokkits.ogg	GOF_Rokkit_Boy	Rokkit Boy	Goff	line	The only thing better than DACA are boomy rockets.	7.74	Da only fing betta than dakka are boomy rokkits	
VO_Ork_Goff_Stikkboy - No time for finkin' only time for krumpin'.ogg	GOF_Stikkbomb_Boy	Stikkbomb Boy	Goff	line	No time for thinking, only time for cramping.	7.82	No time for finkin' only time for krumpin'	
VO_Ork_Grot Orderly - Here boss I'z going back for more! (Andrew).ogg	GOF79	Grot Orderly	Goff	line	Here, boss. I was going back for more.	12.39	Here boss I'z going back for more!	
VO_Ork_Grot on Bombsquig - Da boss always gots da best ideas! (Andrew).ogg	GOF82	Grot on Bombsquig	Goff	line	The boss always gots the best ideas!	29.65	Da boss always gots da best ideas!	
VO_Ork_Hunta Rig - Load up da boyz we'z got huntin' ta do! (Joey).ogg	GOF92	Hunta Rig	Goff	line	Load up the boys, we's got hunting to do.	20.23	Load up da boyz we'z got huntin' ta do!	
VO_Ork_Kill Rig - Da wurrboy guids us ta do da best huntin! (Andrew).ogg	GOF94	Kill Rig	Goff	line	The War Boy guides us to do the best hunting.	16.14	Da wurrboy guids us ta do da best huntin!	
VO_Ork_Mozrog Skragbad_attack.ogg	GOF76	Mozrog Skragbad	Goff	attack	RUH!	9.98		
VO_Ork_Mozrog Skragbad_cantDo.ogg	GOF76	Mozrog Skragbad	Goff	cantdo	No can do!	9.63		
VO_Ork_Mozrog Skragbad_concede.ogg	GOF76	Mozrog Skragbad	Goff	concede	Me squigs are better company.	9.54		
VO_Ork_Mozrog Skragbad_death.ogg	GOF76	Mozrog Skragbad	Goff	death	BLEW!	9.94		
VO_Ork_Mozrog Skragbad_gen1.ogg	GOF76	Mozrog Skragbad	Goff	gen1	Me gut rippers getting thirsty!	9.39		
VO_Ork_Mozrog Skragbad_gen2.ogg	GOF76	Mozrog Skragbad	Goff	gen2	Me's tougher than a rock squig!	9.17		
VO_Ork_Mozrog Skragbad_gen3.ogg	GOF76	Mozrog Skragbad	Goff	gen3	That's gonna make some good trophy.	9.1		
VO_Ork_Mozrog Skragbad_gen4.ogg	GOF76	Mozrog Skragbad	Goff	gen4	WAAAAAAA!	9.22		
VO_Ork_Mozrog Skragbad_gen5.ogg	GOF76	Mozrog Skragbad	Goff	gen5	What? I wasn't listening.	8.67		
VO_Ork_Mozrog Skragbad_gen6.ogg	GOF76	Mozrog Skragbad	Goff	gen6	Wey's gonna swallow ya ho!	8.33		
VO_Ork_Mozrog Skragbad_gen7.ogg	GOF76	Mozrog Skragbad	Goff	gen7	We ain't here to muck about! Do your thing!	7.96		
VO_Ork_Mozrog Skragbad_greet.ogg	GOF76	Mozrog Skragbad	Goff	greet	You're just in the way of me prey.	7.84		
VO_Ork_Mozrog Skragbad_hurry.ogg	GOF76	Mozrog Skragbad	Goff	hurry	Just stop some git!	7.81		
VO_Ork_Mozrog Skragbad_intro.ogg	GOF76	Mozrog Skragbad	Goff	intro	Me prey's close. I can smell it.	7.83		
VO_Ork_Mozrog Skragbad_mirror.ogg	GOF76	Mozrog Skragbad	Goff	mirror	That one's got some mighty teeth. For now.	7.83		
VO_Ork_Mozrog Skragbad_threat.ogg	GOF76	Mozrog Skragbad	Goff	threat	Big Chopper's guts is a-rumbling.	7.85		
VO_Ork_Mozrog Skragbad_vsBL.ogg	GOF76	Mozrog Skragbad	Goff	vsbl	Big Chomper, it usual. Spikes it all.	7.84		
VO_Ork_Mozrog Skragbad_vsMorgrim.ogg	GOF76	Mozrog Skragbad	Goff	vsmorgrim	Only meat getting chomped here is yours if you don't quit flapping, you gob!	8.02		
VO_Ork_Mozrog Skragbad_vsSwarmlord.ogg	GOF76	Mozrog Skragbad	Goff	vsswarmlord	The bigger they are, the hard-await chump.	15.74		
VO_Ork_Mozrog Skragbad_vsTervigon.ogg	GOF76	Mozrog Skragbad	Goff	vstervigon	Bet that one don't put up a good fight!	8.15		
VO_Ork_Mozrog Skragbad_vsUM.ogg	GOF76	Mozrog Skragbad	Goff	vsum	Oi, big chomper! Your gut's getting lucky!	12.07		
VO_Ork_Mozrog Skragbad_wp.ogg	GOF76	Mozrog Skragbad	Goff	wp	Heh, not too bad for a git.	7.88		
VO_Ork_Nob on Smasha Squig - Fasta! 'Dis one's gonna get messy (Andrew).ogg	GOF87	Nob on Smasha Squig	Goff	line	Faster! This one's gonna get messy!	7.86	Fasta! 'Dis one's gonna get messy	
VO_Ork_Painboss - Shut yer gob or I'z smack you with yer own bits! (Andrew).ogg	GOF93	Painboss	Goff	line	Suck your gob or I'll smack you with your own bits!	7.86	Shut yer gob or I'z smack you with yer own bits!	
VO_Ork_Runtherd - If ya ain't bitin' ya ain't worth keepin'! (Andrew).ogg	GOF83	Runtherd	Goff	line	If you ain't biting, you ain't worth keeping.	7.84	If ya ain't bitin' ya ain't worth keepin'!	
VO_Ork_Snakebite Battlewagon - Da biggest wheels get da biggest kills! (Andrew).ogg	GOF95	Snakebite Battlewagon	Goff	line	The biggest wheels get the biggest kills!	8.29	Da biggest wheels get da biggest kills!	
VO_Ork_Snakebite Grot - C'mon you lot! Da boss needs us! (Andrew).ogg	GOF77	Snakebite Grot	Goff	line	Come on, you lot! The boss needs us!	7.73	C'mon you lot! Da boss needs us!	
VO_Ork_Snakebite Nob - No zoggin' tricks just proper choppin'! (Joey).ogg	GOF84	Snakebite Nob	Goff	line	No soggy tricks! Just proper chopping!	7.65	No zoggin' tricks just proper choppin'!	
VO_Ork_Squighog Boy - Me squig's noggin's 'arder dan yours! (Andrew).ogg	GOF78	Beast Snagga Boy	Goff	line	My Squig's nogging's harder than yours.	7.86	Me squig's noggin's 'arder dan yours!	
VO_Ork_Thump Gun Beast Snagga - Diz is gonna hurt! (Andrew).ogg	GOF80	Thump Gun Beast Snagga	Goff	line	This is gonna hurt!	7.84	Diz is gonna hurt!	
VO_Ork_Unleashed Tramplasquig - Bestial roar (SFX).ogg	GOF85	Unleashed TramplaSquig	Goff	line	*Gunshot*	7.98	Bestial roar	
VO_Ork_Weridboy - Me skull's a-buzzin' You'z gettin' da zzap! (Andrew).ogg	GOF91	Weirdboy	Goff	line	My skulls are buzzing. You's getting to zap.	8.58	Me skull's a-buzzin' You'z gettin' da zzap!	
VO_Ork_Wurrboy - Da Waaagh's in me bones! Come an 'ave a taste! (Andrew).ogg	GOF89	Wurrboy	Goff	line	The war's in me bones. Come and have a taste.	8.75	Da Waaagh's in me bones! Come an 'ave a taste!	
VO_Ork_Zodgrod Wortsnagga - Me grots’ll show ya gitz how ta fight! (Joey).ogg	GOF86	Zodgrod Wortsnagga	Goff	line	Me grots will show you gits how to fight!	8.32	Me grots’ll show ya gitz how ta fight!	
VO_SaimHann_Anvirr_attack.ogg	ASH1	Anvirr Keltoc	SaimHann	attack	Yeah!	8.63		generic
VO_SaimHann_Anvirr_cant.ogg	ASH1	Anvirr Keltoc	SaimHann	cantdo	I cannot do that.	8.52		
VO_SaimHann_Anvirr_concede.ogg	ASH1	Anvirr Keltoc	SaimHann	concede	Come warriors, our salvation lies not here.	8.5		
VO_SaimHann_Anvirr_death.ogg	ASH1	Anvirr Keltoc	SaimHann	death	*cough*	8.34		
VO_SaimHann_Anvirr_gen1.ogg	ASH1	Anvirr Keltoc	SaimHann	gen1	Although stained red, I must walk this path.	8.06		
VO_SaimHann_Anvirr_gen2.ogg	ASH1	Anvirr Keltoc	SaimHann	gen2	I could not be broken before and I will not be broken now.	7.83		
VO_SaimHann_Anvirr_gen3.ogg	ASH1	Anvirr Keltoc	SaimHann	gen3	Each one of your vile deeds begets a dire consequence.	7.8		
VO_SaimHann_Anvirr_gen4.ogg	ASH1	Anvirr Keltoc	SaimHann	gen4	There is always a way. I always find it.	7.59		
VO_SaimHann_Anvirr_gen5.ogg	ASH1	Anvirr Keltoc	SaimHann	gen5	Never engage in a battle if you have not seen the outcome.	7.72		
VO_SaimHann_Anvirr_gen6.ogg	ASH1	Anvirr Keltoc	SaimHann	gen6	I know what it is to lose everything, and I shall not falter.	8.37		
VO_SaimHann_Anvirr_gen7.ogg	ASH1	Anvirr Keltoc	SaimHann	gen7	You walk a path that leads to your own ruin.	8.18		
VO_SaimHann_Anvirr_greet.ogg	ASH1	Anvirr Keltoc	SaimHann	greet	The strands of fate have guided me to this place.	8.12		
VO_SaimHann_Anvirr_hurry.ogg	ASH1	Anvirr Keltoc	SaimHann	hurry	Time is our enemy.	8.05		
VO_SaimHann_Anvirr_intro.ogg	ASH1	Anvirr Keltoc	SaimHann	intro	The hour of blood and clashing blades has come.	8.07		
VO_SaimHann_Anvirr_mirror.ogg	ASH1	Anvirr Keltoc	SaimHann	mirror	I am tested time and time again, and yet I prevail.	8.25		
VO_SaimHann_Anvirr_threat.ogg	ASH1	Anvirr Keltoc	SaimHann	threat	Your doom is close. I have foreseen it.	8.05		
VO_SaimHann_Anvirr_vsCalgar.ogg	ASH1	Anvirr Keltoc	SaimHann	vscalgar	Your kind still has many crimes to answer for.	9.1		
VO_SaimHann_Anvirr_vsHexscorn.ogg	ASH1	Anvirr Keltoc	SaimHann	vshexscorn	Your very presence corrupts that which lies beyond the veil.	9.14		
VO_SaimHann_Anvirr_vsOrikan.ogg	ASH1	Anvirr Keltoc	SaimHann	vsorikan	You think you can divine the truth, but you see only lies.	8.43		
VO_SaimHann_Anvirr_vsZephyrblade.ogg	ASH1	Anvirr Keltoc	SaimHann	vszephyrblade	Retribution will come, but we must first assure our survival.	8.38		
VO_SaimHann_Anvirr_wp.ogg	ASH1	Anvirr Keltoc	SaimHann	wp	I did not anticipate your success.	8.52		
VO_SaimHann_Ghaelyn_attack.ogg	ASH5	Medreyal Ghaelyn	SaimHann	attack	Ugh!	8.05		
VO_SaimHann_Ghaelyn_cantDo.ogg	ASH5	Medreyal Ghaelyn	SaimHann	cantdo	This cannot be done.	7.81		
VO_SaimHann_Ghaelyn_concede.ogg	ASH5	Medreyal Ghaelyn	SaimHann	concede	The schemes of fate are treacherous this day.	7.79		
VO_SaimHann_Ghaelyn_death.ogg	ASH5	Medreyal Ghaelyn	SaimHann	death	Ugh!	7.77		
VO_SaimHann_Ghaelyn_gen1.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen1	I will not let this sanctuary be corrupted.	7.79		
VO_SaimHann_Ghaelyn_gen2.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen2	My life has been spent preparing for this.	7.79		
VO_SaimHann_Ghaelyn_gen3.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen3	You are interlopers, and you will be repelled.	7.84		
VO_SaimHann_Ghaelyn_gen4.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen4	If you seek to anger me, you have failed.	7.76		
VO_SaimHann_Ghaelyn_gen5.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen5	A swift assault is the best approach.	7.53		
VO_SaimHann_Ghaelyn_gen6.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen6	The Farseers guide my hand this day.	7.71		
VO_SaimHann_Ghaelyn_gen7.ogg	ASH5	Medreyal Ghaelyn	SaimHann	gen7	When the craft worlds unite, we will prevail.	7.71		
VO_SaimHann_Ghaelyn_greet.ogg	ASH5	Medreyal Ghaelyn	SaimHann	greet	Ready to face the might of the Saimhan.	7.72		
VO_SaimHann_Ghaelyn_hurry.ogg	ASH5	Medreyal Ghaelyn	SaimHann	hurry	We must hurry.	7.7		
VO_SaimHann_Ghaelyn_intro.ogg	ASH5	Medreyal Ghaelyn	SaimHann	intro	Cleanse this place. We must protect the craft world.	7.73		
VO_SaimHann_Ghaelyn_mirror.ogg	ASH5	Medreyal Ghaelyn	SaimHann	mirror	Travelling the web way brings many surprises.	7.71		
VO_SaimHann_Ghaelyn_threat.ogg	ASH5	Medreyal Ghaelyn	SaimHann	threat	Silent and unseen, I will bring your life to its end.	7.71		
VO_SaimHann_Ghaelyn_vs_Eliac.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	I will hold nothing back.	7.73		
VO_SaimHann_Ghaelyn_vs_Haarken.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	You will never know peace, abomination.	7.68		
VO_SaimHann_Ghaelyn_vs_Tyranids.ogg	ASH5	Medreyal Ghaelyn	SaimHann	line	These soulless abominations will devour all.	7.7		
VO_SaimHann_Ghaelyn_wp.ogg	ASH5	Medreyal Ghaelyn	SaimHann	wp	You have presented an unforeseen challenge.	7.69		
VO_SaimHann_Zephyrblade_attack.ogg	ASH3	Eliac Zephyrblade	SaimHann	attack	Hyah!	8.03		
VO_SaimHann_Zephyrblade_cantDo.ogg	ASH3	Eliac Zephyrblade	SaimHann	cantdo	I cannot do this.	7.75		
VO_SaimHann_Zephyrblade_concede.ogg	ASH3	Eliac Zephyrblade	SaimHann	concede	I must leave now, but this is not the end.	7.88		
VO_SaimHann_Zephyrblade_death.ogg	ASH3	Eliac Zephyrblade	SaimHann	death	Gah!	7.78		
VO_SaimHann_Zephyrblade_gen1.ogg	ASH3	Eliac Zephyrblade	SaimHann	gen1	Strike and fade, wild riders, just like the serpent.	7.76		
