effect	px	py	pz	lx	ly	lz	fov	near	far	_
EC_Sonic Stomp	0	0	-24.4980145	0	0	-0.5231881	40	0.01	758.793335	0
EC_Target_user	0.6653352	0.551730156	-36.0376472	0.6653352	0.551730156	1.441113	40	0.01	1186.18713	0
EC_Target_user Lucius	0.6653352	0.551730156	-36.0376472	0.6653352	0.551730156	1.441113	40	0.01	1186.18713	0
EcstasyEffect	0	-0.9640355	-37.8461456	0	-0.9640355	0	40	0.01	1197.8147	0
Emperors Children Generic Buff	0	0.540500164	-30.675293	0	0.540500164	0	40	0.01	970.8603	0
Emperors Children Generic Buff Record	0	0.540500164	-30.675293	0	0.540500164	0	40	0.01	970.8603	0
Emperors Children Scenario Bombardment	4.31094551	-17.4609756	-152.53569	4.31094551	-17.4609756	-3.68365765	40	0.01	4711.105	0
Emperors Children Summon	0	0.0539999	-24.478878	0	0.0539999	0	40	0.01	774.746338	0
Environmental Condition Astra Militarum Dawn Attack	0.8363037	430.221619	-6287.579	0.8363037	430.221619	1140.93372	40	0.01	235109.344	0
Environmental Condition Astra Militarum Factory Overdrive	241	545.4501	-6017.61768	241	545.4501	949.3267	40	0.01	220500.9	0
Environmental Condition Astra Militarum Planetary Invasion	144.5116	237.4	-3136.81177	144.5116	237.4	1020.24634	40	0.01	131569.172	0
Environmental Condition Black Legion Daemonic Feast	-1.3500061	10.1999969	-735.827759	-1.3500061	10.1999969	41.28	40	0.01	24595.1367	0
Environmental Condition Black Legion Helfire Outburst	-0.225000381	1.86213779	-84.68849	-0.225000381	1.86213779	3.18743515	40	0.01	2781.23657	0
Environmental Condition Black Legion Warp Storm	-2.699997	19.9000015	-687.5756	-2.699997	19.9000015	90.8108	40	0.01	24635.6055	0
Environmental Condition Dark Angels Asteroid Zone	0.342773438	285.749725	-4138.865	0.342773438	285.749725	706.072449	40	0.01	153340.266	0
Environmental Condition Dark Angels Orbiting	467.900024	-457.78833	-8685.115	467.900024	-457.78833	787.8	40	0.01	299813.844	0
Environmental Condition Dark Angels Void Combat	0.343017578	296.105347	-4025.25146	0.343017578	296.105347	754.0372	40	0.01	151262.5	0
Environmental Condition Emperor's Children 1 Green	0.8899994	-3.15000153	-278.996124	0.8899994	-3.15000153	18.8	40	0.01	9425.124	0
Environmental Condition Emperor's Children 1 Pink REJECTED	0.8899994	-3.15000153	-278.996124	0.8899994	-3.15000153	18.8	40	0.01	9425.124	0
Environmental Condition Emperor's Children 2 Fumes	4.84	1.45999908	-152.14093	4.84	1.45999908	18.22384	40	0.01	5391.974	0
Environmental Condition Emperor's Children Empyric Rift	217.6	34.6000061	-1758.92639	217.6	34.6000061	172.0625	40	0.01	61114.9961	0
Environmental Condition Emperor's Children Empyric Rift OLD	217.6	34.6000061	-1758.92639	217.6	34.6000061	172.0625	40	0.01	61114.9961	0
Environmental Condition GSC Mining Tremors	-6.173729	3.82501984	-376.141937	-6.173729	3.82501984	63.32143	40	0.01	13908.833	0
Environmental Condition GSC Sump Overspill	-10.9184113	-2.40730286	-375.0302	-10.9184113	-2.40730286	70.20396	40	0.01	14091.4766	0
Environmental Condition GSC Sump Overspill OLD	-10.9184113	3.82501984	-361.14624	-10.9184113	3.82501984	71.48576	40	0.01	13692.624	0
Environmental Condition GSC Toxic Fumes	-6.173729	3.82501984	-352.1343	-6.173729	3.82501984	71.39893	40	0.01	13404.65	0
Environmental Condition Necrons Earthquake	5.62462234	11.8426113	-136.9391	5.62462234	11.8426113	19.7654057	40	0.01	4959.633	0
Environmental Condition Necrons Immortal Beams	16.29	7.510003	-174.883575	16.29	7.510003	20.5509434	40	0.01	6185.422	0
Environmental Condition Necrons Solar Storm	-8.732994	9.880001	-325.764343	-8.732994	9.880001	25.3562737	40	0.01	11112.8213	0
Environmental Condition Space Wolves Everstorm	-12.3284378	17.9611168	-399.3651	-12.3284378	17.9611168	46.27285	40	0.01	14104.2568	0
Environmental Condition Space Wolves First Light	-70.70001	68.3999939	-1773.93018	-70.70001	68.3999939	240.690033	40	0.01	63761.8945	0
Environmental Condition Space Wolves Full Moon	-95.46054	62.1633224	-604.454468	-95.46054	62.1633224	131.96994	40	0.01	23307.5273	0
EnvironmentalCondition Leviathan Acid Rain	0.9394989	16.2557564	-110.561844	0.9394989	16.2557564	15.7625055	40	0.01	3998.11328	0
EnvironmentalCondition Leviathan Blazing Biomatter	0.258758545	56.03277	-721.974548	0.258758545	56.03277	122.177979	40	0.01	26717.0781	0
EnvironmentalCondition Leviathan Sweeping Infestation	0.258758545	56.03277	-725.761	0.258758545	56.03277	120.686325	40	0.01	26789.707	0
EnvironmentalCondition Saim Hann Blackout	19.0473824	-1.25099945	-265.151367	19.0473824	-1.25099945	48.848156	40	0.01	9937.954	0
EnvironmentalCondition Saim Hann Infinity Circuit Overload	-0.824245453	6.81724453	-82.79154	-0.824245453	6.81724453	14.7335005	40	0.01	3086.627	0
EnvironmentalCondition Saim Hann Webway Rift	-6.36129761	16	-397.2053	-6.36129761	16	84.5945053	40	0.01	15248.7637	0
EnvironmentalCondition Sororitas Disrupted Ceremony	0	3.48045349	-724.202148	0	3.48045349	25.2799988	40	0.01	23720.8	0
EnvironmentalCondition Sororitas Raging Storm	-10.4049988	0.127738953	-268.602875	-10.4049988	0.127738953	49.2903976	40	0.01	10061.19	0
EnvironmentalCondition Sororitas Shrine Bombardment	-9.5	19.5000153	-490.830444	-9.5	19.5000153	92	40	0.01	18446.3418	0
EnvironmentalCondition Tau Electro-Static Interference	30.3500519	63.5683746	-740.418457	30.3500519	63.5683746	183.119553	40	0.01	29229.5957	0
EnvironmentalCondition Tau Radiation Storm	75.47647	107.236565	-772.5721	75.47647	107.236565	240.833176	40	0.01	32073.8555	0
EnvironmentalCondition Tau Solar Eclipse	156.2894	133.341644	235.15921	156.2894	133.341644	400.9	40	0.01	5245.62744	0
EnvironmentalCondition Ultramarines Aerial Clash	5.349991	35.2	-671.8821	5.349991	35.2	45.96187	40	0.01	22719.4629	0
EnvironmentalCondition Ultramarines Bombardment	-10.3999786	52.2302856	-1110.93787	-10.3999786	52.2302856	105.810783	40	0.01	38509.59	0
EnvironmentalCondition Ultramarines Thunderstorm	0	36.74005	-3192.25415	0	36.74005	90.54999	40	0.01	103899.391	0
Execution_BlackLegion	0.1543951	0.150421858	-15.7886047	0.1543951	0.150421858	-0.0548815727	40	0.01	497.96582	0
Explosion Fenrisian Monstrosities	1.453207	0	-142.5754	1.453207	0	0.219999313	40	0.01	4519.415	0
Explosion Fenrisian Monstrosities Extra Damage	-0.06299114	-0.2444768	-20.1445751	-0.06299114	-0.2444768	-1.12009192	40	0.01	602.116943	0
Explosion Hand UI	0	0.7905803	-27.0306129	0	0.7905803	0	40	0.01	855.5077	0
Explosion Hand UI 0,5s delay	-0.2212038	-2.31164837	-35.6947021	-0.2212038	-2.31164837	0.416745663	40	0.01	1142.91235	0
Explosion Hive Fleet Arrival Explosions only	-0.459999084	-23.1483879	-195.848267	-0.459999084	-23.1483879	0.31045723	40	0.01	6208.342	0
Explosion Hive Fleet Arrival Tendrils	0	-26.2435	-201.162186	0	-26.2435	0.3604622	40	0.01	6378.1084	0
Explosion Hive Fleet Arrival Tendrils OLD	-1.13781357	-3.81513214	-232.722092	-1.13781357	-3.81513214	-18.6418343	40	0.01	6775.552	0
Explosion_BombQuick	-0.995941639	0.124734409	-3.39901948	-0.995941639	0.124734409	0.131070316	40	0.01	111.725876	0
Explosion_BombQuick_triple	0.921254337	-1.07526565	-4.06358767	0.921254337	-1.07526565	0.299745739	40	0.01	138.097687	0
Explosion_ConcealedExplosives	-0.668930531	-1.07526565	-17.70543	-0.668930531	-1.07526565	-0.8360584	40	0.01	533.9086	0
Explosion_Debris	-0.120410919	-0.97387886	-71.43217	-0.120410919	-0.97387886	-1.69041729	40	0.01	2207.29761	0
Explosion_Debris_UI	2.08219719	-0.97387886	-65.4041061	2.08219719	-0.97387886	-0.3486128	40	0.01	2058.97949	0
Explosion_gauss	0	0	-29.1415272	0	0	0	40	0.01	922.3172	0
Explosion_gauss_yellow	0	0	-29.1415272	0	0	0	40	0.01	922.3172	0
Explosion_Ground	0	0	-27.3629322	0	0	0	40	0.01	866.025452	0
Explosion_GroundBreak	-0.00395965576	5.668824	-81.6856842	-0.00395965576	5.668824	-0.308252335	40	0.01	2575.562	0
Explosion_Possession	0	0.199999809	-62.95047	0	0.199999809	0	40	0.01	1992.35632	0
Explosion_Short	0.239539146	0.379858971	-25.4220428	0.239539146	0.379858971	0.105303288	40	0.01	807.9299	0
Factory Overdrive Damage	0	-0.9329243	-13.1218882	0	-0.9329243	0	40	0.01	415.302338	0
Faith UI Gain	0	0.1906147	-62.9406128	0	0.1906147	-0.00173664093	40	0.01	1991.98938	0
Faith UI Trigger	0	0.0236148834	-58.1798134	0	0.0236148834	0.103263855	40	0.01	1844.63525	0
Faith_trigger_unit	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
FastEffect	0	-0.872135162	-43.92583	0	-0.872135162	0	40	0.01	1390.23438	0
FeedingFrenzy	0.0169583559	-0.0519094467	-9.848199	0.0169583559	-0.0519094467	0.0465680361	40	0.01	313.165253	0
Ferocity_RecallToDeck	0	0.0493078232	-39.9923325	0	0.0493078232	0	40	0.01	1265.74072	0
FerocityEffect	0.002486229	-1.26664162	-23.38768	0.002486229	-1.26664162	-0.000424385071	40	0.01	740.19696	0
Fire_Board	0.09994316	2.91290021	-45.84921	0.09994316	2.91290021	0.009465218	40	0.01	1451.408	0
FlameBurst_Sororitas	-0.06896734	0.334650278	-7.48403072	-0.06896734	0.334650278	-0.204	40	0.01	230.409958	0
FlamethrowerBurna	0.8290024	0.5058079	-96.35389	0.8290024	0.5058079	30.0775528	40	0.01	4001.50269	0
FlamethrowerSingleAttack_1	0.8215256	-0.007780075	-95.94214	0.8215256	-0.007780075	30.0804939	40	0.01	3988.564	0
FlamethrowerSingleAttack_2	0.6283989	-0.265735626	-95.21661	0.6283989	-0.265735626	30.8091	40	0.01	3988.66162	0
FlamethrowerSweepAttack_1	0.2543471	0.659103632	-32.2173233	0.2543471	0.659103632	10.1367579	40	0.01	1340.48914	0
FlamethrowerSweepAttack_sororitas	0.138350487	0.6186018	-69.20333	0.138350487	0.6186018	23.5766582	40	0.01	2936.44824	0
FlankEffect	0	-0.9860797	-20.16448	0	-0.9860797	0	40	0.01	638.197449	0
Flayed One Summon	0	0.0539999	-16.31925	0	0.0539999	0	40	0.01	516.4975	0
FlyingEffect	0	1.147881	-27.7696762	0	1.147881	0.00026512146	40	0.01	878.9071	0
Forewarned_Board	0.004658699	0.558426857	-22.8997517	0.004658699	0.558426857	1.07145441	40	0.01	758.6787	0
FrenziedEffect	0	0	-11.6696539	0	0	0.0157346725	40	0.01	369.8377	0
Gain_Sentry	0	-2.52002048	-28.6326618	0	-2.52002048	0	40	0.01	906.211853	0
GainShuriken	0	-0.101870775	-19.5560055	0	-0.101870775	0.103263378	40	0.01	622.2077	0
GatlingSweep	-113.685364	2.86129379	-714.1775	-113.685364	2.86129379	118.70256	40	0.01	26360.3086	0
Generic Tap Material	-0.206589818	-1.68840265	-8.24881649	-0.206589818	-1.68840265	0.412262619	40	0.01	274.119568	0
Godspear Warhead Full	2.3639164	0.0541152954	-160.530518	2.3639164	0.0541152954	0.6882534	40	0.01	5102.507	0
Goff_GreatestWarboss	-0.07654381	-14.4293957	-86.72943	-0.07654381	-14.4293957	-0.0457496643	40	0.01	2743.50244	0
Goff_ProperKilly	0	0.9542165	-34.3123169	0	0.9542165	0.1843319	40	0.01	1091.80444	0
Goff_ProphetOfDaWaaagh	-0.07654381	-13.6992626	-88.15616	-0.07654381	-13.6992626	-0.0457496643	40	0.01	2788.65771	0
Goff_Rok_Invasion	14	0.0999984741	-308.4461	14	0.0999984741	-9	40	0.01	9477.346	0
Goff_UnbridledCarnageEffect	0	0	-40.22351	0	0	0	40	0.01	1273.05737	0
Goff_Waaagh	0	-1.20073843	-25.8821411	0	-1.20073843	1.41036558	40	0.01	863.7965	0
Goff_WaaaghRed	0	-1.0999999	-25.7019444	0	-1.0999999	1.41036558	40	0.01	858.0934	0
Goff_WaaaghRed_skulls	0	-1.20000029	-28.2910423	0	-1.20000029	1.145	40	0.01	931.63855	0
GreenSummonCircle	0	0.120928288	-23.4396286	0	0.120928288	0	40	0.01	741.854553	0
GSC RecallToHand	0	-1.01399994	-43.736908	0	-1.01399994	0	40	0.01	1384.255	0
GSC Rockfall	0	0.9909382	-24.9108982	0	0.9909382	0	40	0.01	788.419556	0
GSC Sabotage Use	0	-1.12199974	-47.67717	0	-1.12199974	0	40	0.01	1508.96265	0
GSC Summon	0	0.0539999	-16.31925	0	0.0539999	0	40	0.01	516.4975	0
GuardSummon	0	0.0520000458	-16.17594	0	0.0520000458	0	40	0.01	511.9618	0
Hammer_Slam_SW	9.15527344E-05	10.5598736	-57.450634	9.15527344E-05	10.5598736	-0.8882165	40	0.01	1790.177	0
Hammer_Throw_SW	0.805876255	-0.220826387	-13.9997883	0.805876255	-0.220826387	0	40	0.01	443.0875	0
Healing_Circles	0	1.3885088	-30.2590866	0	1.3885088	1.60550737	40	0.01	1008.50116	0
Healing_Projectile	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Frost	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Green	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Healing_Projectile_Ork	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
HeldrakeStrike	-13.372551	9.3	-170.702057	-13.372551	9.3	0.617424	40	0.01	5422.191	0
Helfire Burst Target	0	-0.0870342255	-71.9139938	0	-0.0870342255	-0.06425953	40	0.01	2274.01416	0
Helspear_Assault_Buff	0	-0.206399918	-70.18341	0	-0.206399918	0	40	0.01	2221.276	0
HeroOfTheEmpire OLD	-0.126256227	-0.497027874	-20.3873367	-0.126256227	-0.497027874	-0.0294759274	40	0.01	644.3178	0
HeroRespiteEffect	0.1910162	-1.085993	-24.35102	0.1910162	-1.085993	0.101224422	40	0.01	773.903442	0
Hexmark_Artifice_Deal1	0.41293335	-0.8842466	-136.264038	0.41293335	-0.8842466	59.81954	40	0.01	6205.96338	0
Hive Fleet Ground Growth	0.794537067	-1.29399967	-40.4719124	0.794537067	-1.29399967	0	40	0.01	1280.91931	0
Hunta Rig Harpoon Hand	0	-1.04	-165.723511	0	-1.04	0	40	0.01	5245.08057	0
HuntMark_DamageEffect	0	0.08001232	-59.8231621	0	0.08001232	11.3537855	40	0.01	2252.721	0
HuntMark_EndEffect	0	1.38001156	-60.3838425	0	1.38001156	11.1414165	40	0.01	2263.74463	0
HuntMark_IdleEffect	0	1.38001156	-59.80257	0	1.38001156	11.2958269	40	0.01	2250.23486	0
HuntMark_StackEffect	0	1.38001156	-63.87971	0	1.38001156	10.0649519	40	0.01	2340.31787	0
HuntMark_StartEffect	0	1.38001156	-63.87971	0	1.38001156	10.0649519	40	0.01	2340.31787	0
HuntMark_User	0	-1.29999971	-31.0846825	0	-1.29999971	0	40	0.01	983.817261	0
Immortal Beam	0	-0.200000763	-103.644814	0	-0.200000763	0	40	0.01	3280.31543	0
Impact_blunt_lightning	-0.74376297	-0.0120196342	-33.4375076	-0.74376297	-0.0120196342	0	40	0.01	1058.2832	0
Impact_blunt_lightning_Big	-0.74376297	-0.0120196342	-33.4375076	-0.74376297	-0.0120196342	0	40	0.01	1058.2832	0
Impact_blunt_lightning_Big_Recoil	-0.74376297	-0.0120196342	-33.4375076	-0.74376297	-0.0120196342	0	40	0.01	1058.2832	0
Impact_Ground_Stomp	0	-0.669014	-24.6829433	0	-0.669014	-0.0599999428	40	0.01	779.3059	0
Impact_Ground_Stomp_Big	0	-1.30000019	-62.3685875	0	-1.30000019	-0.199999809	40	0.01	1967.61	0
Infernal_Gaze	0	0.291600227	-23.3132172	0	0.291600227	0	40	0.01	737.8537	0
Infinity Circuit	0	0	-79.28068	0	0	1.95500088	40	0.01	2571.07568	0
InspiredRetributionEffect	0	2.19182968	-47.2091446	0	2.19182968	-0.00173521042	40	0.01	1494.095	0
Invoke Minion Card Fade Default	0	0	-2.71987534	0	0	0	40	0.01	86.0829239	0
Invoke Minion Card Fade Legendary	-0.000194549561	0.0351042747	-14.0491056	-0.000194549561	0.0351042747	-0.0520015955	40	0.01	443.0025	0
Invoke Minion Hits Ground	0.5043154	-0.412548065	-48.10659	0.5043154	-0.412548065	2.054009	40	0.01	1587.56213	0
Invoke Minion Hits Ground Legendary	0.2088995	0.06960392	-53.29456	0.2088995	0.06960392	2.05734921	40	0.01	1751.865	0
Invoke Minion Legendary ALT	0.269399643	0.06960392	-51.8649559	0.269399643	0.06960392	2.5852046	40	0.01	1723.325	0
InvulnerableEffect	0	-1.28500032	-38.8557625	0	-1.28500032	1.43051147E-06	40	0.01	1229.7688	0
InvulnerableEffectDark	0	-0.91350174	-33.3710136	0	-0.91350174	1.43051147E-06	40	0.01	1056.17871	0
InvulnerableEffectGSC	6.10351563E-05	-1.28499985	-58.2832642	6.10351563E-05	-1.28499985	-4.76837158E-05	40	0.01	1844.63965	0
InvulnerableEffectGuard	0	-1.22200012	-58.2834549	0	-1.22200012	9.536743E-07	40	0.01	1844.64722	0
InvulnerableEffectSW	0	-1.28500032	-38.8557625	0	-1.28500032	1.43051147E-06	40	0.01	1229.7688	0
InvulnerableEffectTau	0	-1.28499985	-58.2834549	0	-1.28499985	9.536743E-07	40	0.01	1844.64722	0
InvulnerableEffectTyranid	0	-1.28499985	-58.2834549	0	-1.28499985	9.536743E-07	40	0.01	1844.64722	0
Jammed Communications damage	0	-1.22624969	-34.042305	0	-1.22624969	0	40	0.01	1077.4248	0
KhaineBuff	0	-1.31999969	-46.6527061	0	-1.31999969	0	40	0.01	1476.5387	0
Kroot_Summon_quick	0	-2.6760006	-74.6022949	0	-2.6760006	0	40	0.01	2361.13159	0
Laser_Red	0	-1.31500053	-284.9077	0	-1.31500053	91.56239	40	0.01	11915.1221	0
Lasrifle Offscreen Target	20.75163	0.900023341	-220.533234	20.75163	0.900023341	66.96436	40	0.01	9099.179	0
Lasrifle_3shots	0	-1.31500053	-332.977448	0	-1.31500053	115.311005	40	0.01	14188.1436	0
Lasrifle_auto	0	-1.31500053	-256.617126	0	-1.31500053	77.2928	40	0.01	10568.11	0
Lasrifle_auto OLD	0	-1.31500053	-332.977478	0	-1.31500053	115.31102	40	0.01	14188.1455	0
Lasrifle_basic	0	-1.31500053	-210.464111	0	-1.31500053	52.8711281	40	0.01	8334.451	0
Lasrifle_basic OLD	0	-1.31500053	-327.8695	0	-1.31500053	112.812393	40	0.01	13947.4	0
Lasrifle_hellpistol	0	-1.31500053	-332.424255	0	-1.31500053	115.040649	40	0.01	14162.0791	0
Lasrifle_Hotshot_2shots	3.81469727E-05	-1.31512451	-211.474731	3.81469727E-05	-1.31512451	53.4266624	40	0.01	8384.02	0
Lasrifle_Hotshot_3shots	3.81469727E-05	-1.31502914	-211.474823	3.81469727E-05	-1.31502914	53.4266624	40	0.01	8384.022	0
Lasrifle_Hotshot_auto_burst	0	-1.31500053	-271.294922	0	-1.31500053	84.71524	40	0.01	11267.5742	0
Lasrifle_Hotshot_basic	0	-1.31500053	-211.475479	0	-1.31500053	53.4265556	40	0.01	8384.04	0
Lasrifle_Hotshot_pistol	0	-1.31500053	-210.0542	0	-1.31500053	52.6456261	40	0.01	8314.34	0
Lasrifle_laspistol	0	-1.31500053	-270.557739	0	-1.31500053	84.34242	40	0.01	11232.4424	0
Lasrifle_laspistol OLD	0	-1.31500053	-332.424255	0	-1.31500053	115.040649	40	0.01	14162.0791	0
Lasrifle_laspistol_quick	0	-1.31500053	-255.534119	0	-1.31500053	76.69238	40	0.01	10514.8311	0
Lasrifle_laspistol_Ursula_AA	0	-1.31500053	-201.521317	0	-1.31500053	47.89861	40	0.01	7894.037	0
Lasrifle_offscreen	31.0524483	-0.3079958	-251.489655	31.0524483	-0.3079958	69.71176	40	0.01	10165.8916	0
Lasrifle_offscreen_1x	23.0556736	-2.98070765	-189.426819	23.0556736	-2.98070765	43.2633667	40	0.01	7364.548	0
Lasrifle_offscreen_5x	17.0061989	1.07373428	-260.666962	17.0061989	1.07373428	68.21244	40	0.01	10408.8965	0
Lightning burst webway	0	1.13046169	-64.98733	0	1.13046169	-0.8227539	40	0.01	2030.7821	0
Lightning_Green	-0.390000343	11.1189137	-66.34073	-0.390000343	11.1189137	-0.00174331665	40	0.01	2099.60156	0
LongRange_GainTrait	0	-1.46999979	-43.7369041	0	-1.46999979	1.43051147E-06	40	0.01	1384.25488	0
LongRange_LoseTrait	-0.3885398	0.0199146271	-12.5610695	-0.3885398	0.0199146271	-0.303428531	40	0.01	387.949249	0
MarkerlightExpire	0	-1.06996584	-17.998539	0	-1.06996584	-0.03999877	40	0.01	568.3804	0
MarkerlightIdle	0	-1.283	-31.2356815	0	-1.283	-0.150998592	40	0.01	983.817261	0
MarkerlightProcEffect	0	-1.01136684	-23.8594151	0	-1.01136684	-0.03999853	40	0.01	753.874634	0
MarkerlightSource	0	0.04699993	-67.97027	0	0.04699993	-0.029999733	40	0.01	2150.28125	0
MarkerlightTriggerDamage	0	-0.656366348	-20.6745644	0	-0.656366348	-0.03999877	40	0.01	653.075439	0
MarkOfKhorne_enchantment	0	-3.14812469	-60.19285	0	-3.14812469	0	40	0.01	1905.07874	0
MarkOfNurgle_enchantment	0	-1.0495	-18.14254	0	-1.0495	0	40	0.01	574.203857	0
MarkOfSlaanesh_enchantment	-0.0100564957	-0.6324961	-7.972947	-0.0100564957	-0.6324961	0.04370761	40	0.01	253.723785	0
MarkOfTzeentch_enchantment	0.505144	-0.2668388	-11.1567926	0.505144	-0.2668388	-0.00873267651	40	0.01	352.831451	0
MasterOfExecutions	0.0375843048	0.526890755	-46.63252	0.0375843048	0.526890755	-0.00607395172	40	0.01	1475.70764	0
MegaBlasta	0	-1.31500053	-167.259186	0	-1.31500053	28.4575367	40	0.01	6194.353	0
MegaBlasta_Small	-1.41411257	-0.146113157	-108.770126	-1.41411257	-0.146113157	5.05453873	40	0.01	3602.50366	0
Meteor Angled	0	0	-498.224945	0	0	0	40	0.01	15768.6123	0
Mining_Laser	0	-1.31500053	-145.119034	0	-1.31500053	8.895632	40	0.01	4874.50049	0
MobEffect	0	-1.30000019	-29.9446125	0	-1.30000019	0	40	0.01	947.734558	0
MoreDakkaEffect	0	-0.3874359	-20.8404636	0	-0.3874359	-0.00173544884	40	0.01	659.537048	0
Necron_Regenerate	0	0.2706132	-19.76361	0	0.2706132	-0.614522934	40	0.01	606.060669	0
NecronGauss	0	-1.31500053	-285.794434	0	-1.31500053	92.006134	40	0.01	11957.2314	0
NecronGauss_Damaged Hexmark	-0.5	-1.18250036	-142.746826	-0.5	-1.18250036	59.441967	40	0.01	6399.192	0
NecronGauss_Deathmark	92.12117	-1.43249989	-471.414825	92.12117	-1.43249989	150.871674	40	0.01	19695.11	0
NecronGauss_Double	0	-1.31500053	-275.09967	0	-1.31500053	84.77132	40	0.01	11389.7676	0
NecronGauss_Hexmark	-0.5	-1.43249989	-142.746826	-0.5	-1.43249989	59.441967	40	0.01	6399.192	0
NecronGauss_Imotekh_AA	0	-1.31500053	-206.509567	0	-1.31500053	50.68642	40	0.01	8140.146	0
NecronGauss_Large	0	-1.31499958	-198.840881	0	-1.31499958	77.7799149	40	0.01	8754.934	0
NecronGauss_Tesla	0	-1.43249893	-275.847839	0	-1.43249893	66.85109	40	0.01	10846.2783	0
NecronGauss_Tesla_Annihilation Barge	0	-1.43249893	-276.4992	0	-1.43249893	66.85109	40	0.01	10866.8955	0
